atmart_geo_id,pcode_commune,nom_commune,indicateur_id,periode,annee_reference,valeur,unite,statut_valeur,methode,niveau_qualite,source,date_source,date_extraction,version
HTC-0118,HT0118,Tabarre,IND-EDU-001,HT-A-2022,2022,82,nombre,A,Comptage des écoles recensées,C,OCHA Haïti — institutions scolaires (2022),2022-09-28,2026-07-31,v1.2026.07
HTC-0118,HT0118,Tabarre,IND-EDU-002,HT-A-2022,2022,3.7,%,A,Écoles publiques ÷ total recensé × 100,C,OCHA Haïti — institutions scolaires (2022),2022-09-28,2026-07-31,v1.2026.07
HTC-0118,HT0118,Tabarre,IND-MAR-001,HT-A-2026,2026,1,nombre,A,Comptage des marchés suivis pour les prix,B,PAM — Haiti Food Prices,2026-07-26,2026-07-31,v1.2026.07
HTC-0118,HT0118,Tabarre,IND-QUA-001,HT-A-2026,2026,80,%,A,"Cinq dimensions testées : superficie, localités, santé, écoles, marchés",A,Atmart — calcul sur le backbone,2026-07-31,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-GEO-001,HT-A-2018,2018,380.69,km²,A,Somme des superficies des sections communales,A,CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-GEO-002,HT-A-2018,2018,13,nombre,A,Comptage des sections communales,A,CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-GEO-003,HT-A-2026,2026,257,nombre,A,Comptage des localités rattachées par point-dans-polygone,B,GeoNames + CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-GEO-004,HT-A-2026,2026,67.51,localités / 100 km²,A,IND-GEO-003 ÷ superficie × 100,B,GeoNames + CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-SAN-001,HT-A-2023,2023,,nombre,N,"Commune hors des 14 communes couvertes par la source OCHA 2023 : absence de donnée, et non absence d'établissement",C,OCHA Haïti — établissements de santé (2023),2023-12-22,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-EDU-001,HT-A-2022,2022,,nombre,N,"Commune hors de la zone couverte par la cartographie 2022 : absence de donnée, et non absence d'école",C,OCHA Haïti — institutions scolaires (2022),2022-09-28,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-MAR-001,HT-A-2026,2026,4,nombre,A,Comptage des marchés suivis pour les prix,B,PAM — Haiti Food Prices,2026-07-26,2026-07-31,v1.2026.07
HTC-0121,HT0121,Léogâne,IND-QUA-001,HT-A-2026,2026,60,%,A,"Cinq dimensions testées : superficie, localités, santé, écoles, marchés",A,Atmart — calcul sur le backbone,2026-07-31,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-GEO-001,HT-A-2018,2018,379.02,km²,A,Somme des superficies des sections communales,A,CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-GEO-002,HT-A-2018,2018,12,nombre,A,Comptage des sections communales,A,CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-GEO-003,HT-A-2026,2026,169,nombre,A,Comptage des localités rattachées par point-dans-polygone,B,GeoNames + CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-GEO-004,HT-A-2026,2026,44.59,localités / 100 km²,A,IND-GEO-003 ÷ superficie × 100,B,GeoNames + CNIGS via OCHA COD-AB,2026-01-26,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-SAN-001,HT-A-2023,2023,,nombre,N,"Commune hors des 14 communes couvertes par la source OCHA 2023 : absence de donnée, et non absence d'établissement",C,OCHA Haïti — établissements de santé (2023),2023-12-22,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-EDU-001,HT-A-2022,2022,,nombre,N,"Commune hors de la zone couverte par la cartographie 2022 : absence de donnée, et non absence d'école",C,OCHA Haïti — institutions scolaires (2022),2022-09-28,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-MAR-001,HT-A-2026,2026,2,nombre,A,Comptage des marchés suivis pour les prix,B,PAM — Haiti Food Prices,2026-07-26,2026-07-31,v1.2026.07
HTC-0122,HT0122,Petit-Goâve,IND-QUA-001,HT-A-2026,2026,60,%,A,"Cinq dimensions testées : superficie, localités, santé, écoles, marchés",A,Atmart — calcul sur le backbone,2026-07-31,2026-07-31,v1.2026.07
