pcode_commune,nom_commune,nom_commune_ht,operateur,points_de_service,libelles_sources,lecture_du_zero,source_id,source,licence,attribution,date_extraction
HT0533,La Chapelle,Lachapèl,CAM Transfer,2,LA CHAPELLE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0912,La Tortue,Latòti,CAM Transfer,2,LA TORTUE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0752,Les Anglais,Anglè yo,CAM Transfer,2,LES ANGLAIS,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0834,Pestel,Pestèl,CAM Transfer,2,PESTEL,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0551,Saint-Michel de l'Attalaye,Sen Michèl Latalay,CAM Transfer,2,Saint Michel,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0633,Savanette,Savanèt,CAM Transfer,2,SAVANETTE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0433,Terrier Rouge,Tèrye rouj,CAM Transfer,2,TERRIER-ROUGE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0132,Thomazeau,Tomazo,CAM Transfer,2,THOMAZEAU,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0234,Anse-à-Pître,Ansapit,CAM Transfer,1,ANSE-A-PITRES,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0362,Bas Limbé,Ba Lenbe,CAM Transfer,1,BAS-LIMBE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0913,Bassin Bleu,Basenble,CAM Transfer,1,BASSIN BLEU,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0833,Beaumont,Bomon,CAM Transfer,1,BEAUMONT,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0933,Bombardopolis,Bonbadopolis,CAM Transfer,1,BOMBARDOPOLIS,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0813,Bonbon,Trou Bonbon,CAM Transfer,1,BONBON,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0422,Capotille,Kapotiy,CAM Transfer,1,CAPOTILLE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0412,Ferrier,Ferye,CAM Transfer,1,FERRIER,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0135,Fonds-Verrettes,Fonvèrèt,CAM Transfer,1,FONDS-VERRETTES,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0133,Ganthier,Gantye,CAM Transfer,1,GANTHIER,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0214,La Vallée,Lavale,CAM Transfer,1,LA VALLEE DE JACMEL,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0715,Maniche,Manich,CAM Transfer,1,MANICHE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0323,Milot,Milo,CAM Transfer,1,MILOT,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0423,Mont-Organisé,Montòganize,CAM Transfer,1,MONT-ORGANISE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0413,Perches,Pèch,CAM Transfer,1,PERCHES,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1022,Petit Trou de Nippes,Ti Trou Nip,CAM Transfer,1,PETIT-TROU-DE-NIPPES,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0721,Port-Salut,Pò Sali,CAM Transfer,1,PORT SALUT,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0743,Roche à Bâteau,Ròcha Bato,CAM Transfer,1,ROCHE-A-BATEAUX,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0832,Roseaux,Rozo,CAM Transfer,1,ROSEAUX,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0722,Saint Jean du Sud,Sen Jan disid.,CAM Transfer,1,SAINT-JEAN-DU-SUD,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0522,Terre Neuve,Tènèv,CAM Transfer,1,TERRE-NEUVE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0716,Île à Vache,Ilavach,CAM Transfer,1,ILE-A-VACHE,,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0821,Anse d'Hainault,Ansdeno,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1024,Arnaud,Ano,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0723,Arniquet,Anikè,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0332,Bahon,Baron,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0815,Chambellan,Chanbelan,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0914,Chamsolme,Chansòlm,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0751,Chardonnières,Chadonyè,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0831,Corail,Koray,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0342,Dondon,Dondon,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0232,Grand Gosier,Gran Gozye,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1032,Grand-Boucan,Gran Boukan,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0543,Grande Saline,Grand Salin,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1023,L'Asile,Lazil,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0345,La Victoire,La viktwa,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0823,Les Irois,Lèziwa,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0443,Mombin Crochu,Monben Krochi,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0814,Moron,Mowon,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1014,Paillant,Payan,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0372,Pilate,Pilat,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT1025,Plaisance du Sud,Plezans Disid,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0152,Pointe à Raquette,Pwent a Rakèt,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0742,Port-à-Piment,Pòtapiman,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0343,Ranquitte,Rankit,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0432,Sainte Suzanne,Sent sizàn,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0753,Tiburon,Tibiwon,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
HT0441,Vallières,Valyè,CAM Transfer,0,,Aucun point de CET opérateur — ce n'est pas l'absence de tout service de transfert dans la commune,SRC-065,CAM Transfer — répertoire public des points de service,"Liste publiée par l'opérateur pour ses clients — seul le DÉCOMPTE par commune est publié, jamais l'annuaire des sous-agents","CAM Transfer — répertoire public des points de service en Haïti, relevé le 25/08/2026",2026-08-25
