indicateur_id,atmart_geo_id,pcode_commune,commune,commune_ht,departement,valeur,unite,annee_reference,statut_valeur,niveau_qualite,source,version,signal_population
IND-POP-001,HTC-0812,HT0812,Abricots,Abriko,Grande'Anse,47470,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0321,HT0321,Acul du Nord,Akil dinò,Nord,59632,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0523,HT0523,Anse Rouge,Ans Rouj,Artibonite,47668,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0821,HT0821,Anse d'Hainault,Ansdeno,Grande'Anse,49099,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-0151,HT0151,Anse à Galets,Ansa galè ,Ouest,70156,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-0922,HT0922,Anse-à-Foleur,Ansafolè,Nord-Ouest,31659,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0234,HT0234,Anse-à-Pître,Ansapit,Sud-Est,43459,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-1021,HT1021,Anse-à-Veau,Ansavo,Nippes,37907,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0731,HT0731,Aquin,Aken,Sud,123719,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0141,HT0141,Arcahaie,Akayè,Ouest,142752,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-1024,HT1024,Arnaud,Ano,Nippes,23479,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0723,HT0723,Arniquet,Anikè,Sud,35838,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0332,HT0332,Bahon,Baron,Nord,24534,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0932,HT0932,Baie de Henne,Bèdeyèn,Nord-Ouest,28588,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0221,HT0221,Bainet,Benè,Sud-Est,113034,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-1031,HT1031,Baradères,Baradè,Nippes,45622,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0362,HT0362,Bas Limbé,Ba Lenbe,Nord,22052,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0913,HT0913,Bassin Bleu,Basenble,Nord-Ouest,65669,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0833,HT0833,Beaumont,Bomon,Grande'Anse,35380,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-0632,HT0632,Belladère,Beladè,Centre,123067,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0231,HT0231,Belle-Anse,Bèlans,Sud-Est,95781,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0933,HT0933,Bombardopolis,Bonbadopolis,Nord-Ouest,37868,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0813,HT0813,Bonbon,Trou Bonbon,Grande'Anse,10653,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0351,HT0351,Borgne,Bòn,Nord,70765,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0623,HT0623,Boucan Carré,Boukan Kare,Centre,79705,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0142,HT0142,Cabaret,Kabarè,Ouest,65302,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0714,HT0714,Camp-Perrin,Kanperen,Sud,51550,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0311,HT0311,Cap-Haïtien,Kap Ayisyen,Nord,303590,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0422,HT0422,Capotille,Kapotiy,Nord-Est,22559,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-0434,HT0434,Caracol,Karakòl,Nord-Est,9005,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0442,HT0442,Carice,karis,Nord-Est,15825,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0113,HT0113,Carrefour,Kafou,Ouest,460506,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0733,HT0733,Cavaillon,Kavayon,Sud,63397,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0213,HT0213,Cayes-Jacmel,Kay Jakmèl,Sud-Est,49845,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0614,HT0614,Cerca Carvajal,Sèka Kavajal,Centre,31774,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0641,HT0641,Cerca La Source,Sèka Lasous,Centre,73041,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0815,HT0815,Chambellan,Chanbelan,Grande'Anse,35368,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0914,HT0914,Chamsolme,Chansòlm,Nord-Ouest,31537,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0713,HT0713,Chantal,Chantal,Sud,41237,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0751,HT0751,Chardonnières,Chadonyè,Sud,32835,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0117,HT0117,Cité Soleil,Site Solèy,Ouest,287439,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0831,HT0831,Corail,Koray,Grande'Anse,28292,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-001,HTC-0134,HT0134,Cornillon / Grand Bois,Kòniyon / Gran Bwa,Ouest,66185,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-001,HTC-0131,HT0131,Croix-Des-Bouquets,Kwadèboukè,Ouest,129879,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
