indicateur_id,atmart_geo_id,pcode_commune,commune,commune_ht,departement,valeur,unite,annee_reference,statut_valeur,niveau_qualite,source,version,signal_population
IND-POP-010,HTC-0543,HT0543,Grande Saline,Grand Salin,Artibonite,27.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0116,HT0116,Gressier,Gresye,Ouest,30.6,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,aberrant
IND-POP-010,HTC-0521,HT0521,Gros Morne,Gro Mòn,Artibonite,34.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0611,HT0611,Hinche,Ench,Centre,37.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0211,HT0211,Jacmel,Jakmèl,Sud-Est,32.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0934,HT0934,Jean Rabel,Jan Rabèl,Nord-Ouest,32.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0811,HT0811,Jérémie,Jeremi,Grande'Anse,32.0,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0115,HT0115,Kenscoff,Kenskòf,Ouest,30.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1023,HT1023,L'Asile,Lazil,Nippes,33.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0513,HT0513,L'Estère,Lestè,Artibonite,32.5,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0533,HT0533,La Chapelle,Lachapèl,Artibonite,35.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0912,HT0912,La Tortue,Latòti,Nord-Ouest,37.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0214,HT0214,La Vallée,Lavale,Sud-Est,36.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0345,HT0345,La Victoire,La viktwa,Nord,36.0,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0631,HT0631,Lascahobas,Laskawobas,Centre,38.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0752,HT0752,Les Anglais,Anglè yo,Sud,39.6,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0711,HT0711,Les Cayes,Okay,Sud,32.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0823,HT0823,Les Irois,Lèziwa,Grande'Anse,38.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0361,HT0361,Limbé,Lenbe,Nord,29.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0313,HT0313,Limonade,Limonad,Nord,32.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0121,HT0121,Léogâne,Leyogàn,Ouest,30.6,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0715,HT0715,Maniche,Manich,Sud,36.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0212,HT0212,Marigot,Marigo,Sud-Est,36.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0552,HT0552,Marmelade,Mamelad,Artibonite,35.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0612,HT0612,Maïssade,Mayisad,Centre,38.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0323,HT0323,Milot,Milo,Nord,32.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1011,HT1011,Miragoâne,Miragwàn,Nippes,32.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0621,HT0621,Mirebalais,Mibalè,Centre,34.6,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0443,HT0443,Mombin Crochu,Monben Krochi,Nord-Est,37.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0423,HT0423,Mont-Organisé,Montòganize,Nord-Est,33.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0814,HT0814,Moron,Mowon,Grande'Anse,37.0,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0931,HT0931,Môle Saint Nicolas,Mòl Sen Nikola,Nord-Ouest,35.5,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0421,HT0421,Ouanaminthe,Wanament,Nord-Est,33.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1014,HT1014,Paillant,Payan,Nippes,33.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-010,HTC-0413,HT0413,Perches,Pèch,Nord-Est,31.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0834,HT0834,Pestel,Pestèl,Grande'Anse,35.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1022,HT1022,Petit Trou de Nippes,Ti Trou Nip,Nippes,34.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0122,HT0122,Petit-Goâve,Tigwav,Ouest,30.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1012,HT1012,Petite Rivière de Nippes,Ti Rivyè Nip,Nippes,35.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0542,HT0542,Petite Rivière de l'Artibonite,Ti Rivyè Latibonit,Artibonite,32.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0344,HT0344,Pignon,Piyon,Nord,34.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0372,HT0372,Pilate,Pilat,Nord,36.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0322,HT0322,Plaine du Nord,Plèn dinò,Nord,33.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0371,HT0371,Plaisance,Plezans,Nord,35.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-1025,HT1025,Plaisance du Sud,Plezans Disid,Nippes,35.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0152,HT0152,Pointe à Raquette,Pwent a Rakèt,Ouest,35.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0352,HT0352,Port-Margot,Pòmago,Nord,33.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0721,HT0721,Port-Salut,Pò Sali,Sud,36.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0111,HT0111,Port-au-Prince,Pòtoprens,Ouest,22.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0911,HT0911,Port-de-Paix,Pòdpè,Nord-Ouest,32.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0742,HT0742,Port-à-Piment,Pòtapiman,Sud,40.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0114,HT0114,Pétion-Ville,Petyonvil,Ouest,25.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0312,HT0312,Quartier Morin,Katye Moren,Nord,29.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0343,HT0343,Ranquitte,Rankit,Nord,33.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0743,HT0743,Roche à Bâteau,Ròcha Bato,Sud,40.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-010,HTC-0832,HT0832,Roseaux,Rozo,Grande'Anse,35.6,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0722,HT0722,Saint Jean du Sud,Sen Jan disid.,Sud,36.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0732,HT0732,Saint Louis du Sud,Sen Lwi disid,Sud,36.5,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0921,HT0921,Saint-Louis du Nord,Sen Lwi dinò,Nord-Ouest,34.4,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0531,HT0531,Saint-Marc,Sen Mak,Artibonite,31.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0551,HT0551,Saint-Michel de l'Attalaye,Sen Michèl Latalay,Artibonite,36.9,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0341,HT0341,Saint-Raphaël,Sen Rafayèl,Nord,34.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0432,HT0432,Sainte Suzanne,Sent sizàn,Nord-Est,35.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0622,HT0622,Saut d'Eau,Sodo,Centre,37.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0633,HT0633,Savanette,Savanèt,Centre,35.3,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0118,HT0118,Tabarre,Taba,Ouest,28.5,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0522,HT0522,Terre Neuve,Tènèv,Artibonite,37.2,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0433,HT0433,Terrier Rouge,Tèrye rouj,Nord-Est,31.1,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0233,HT0233,Thiotte,Tiòt,Sud-Est,38.0,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0642,HT0642,Thomassique,Tomasik,Centre,42.5,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0132,HT0132,Thomazeau,Tomazo,Ouest,30.8,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0613,HT0613,Thomonde,Tomond,Centre,40.0,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-010,HTC-0753,HT0753,Tiburon,Tibiwon,Sud,37.7,%,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
