indicateur_id,atmart_geo_id,pcode_commune,commune,commune_ht,departement,valeur,unite,annee_reference,statut_valeur,niveau_qualite,source,version,signal_population
IND-POP-009,HTC-0812,HT0812,Abricots,Abriko,Grande'Anse,23434,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0321,HT0321,Acul du Nord,Akil dinò,Nord,29721,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0523,HT0523,Anse Rouge,Ans Rouj,Artibonite,23268,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0821,HT0821,Anse d'Hainault,Ansdeno,Grande'Anse,24209,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-009,HTC-0151,HT0151,Anse à Galets,Ansa galè ,Ouest,35070,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-009,HTC-0922,HT0922,Anse-à-Foleur,Ansafolè,Nord-Ouest,15417,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0234,HT0234,Anse-à-Pître,Ansapit,Sud-Est,21668,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-009,HTC-1021,HT1021,Anse-à-Veau,Ansavo,Nippes,18831,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0731,HT0731,Aquin,Aken,Sud,60555,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0141,HT0141,Arcahaie,Akayè,Ouest,71751,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-1024,HT1024,Arnaud,Ano,Nippes,11747,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0723,HT0723,Arniquet,Anikè,Sud,18307,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0332,HT0332,Bahon,Baron,Nord,12246,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0932,HT0932,Baie de Henne,Bèdeyèn,Nord-Ouest,14371,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0221,HT0221,Bainet,Benè,Sud-Est,56402,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-1031,HT1031,Baradères,Baradè,Nippes,23355,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0362,HT0362,Bas Limbé,Ba Lenbe,Nord,10767,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0913,HT0913,Bassin Bleu,Basenble,Nord-Ouest,31861,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0833,HT0833,Beaumont,Bomon,Grande'Anse,17219,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-009,HTC-0632,HT0632,Belladère,Beladè,Centre,61437,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0231,HT0231,Belle-Anse,Bèlans,Sud-Est,46431,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0933,HT0933,Bombardopolis,Bonbadopolis,Nord-Ouest,18980,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0813,HT0813,Bonbon,Trou Bonbon,Grande'Anse,5341,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0351,HT0351,Borgne,Bòn,Nord,34465,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0623,HT0623,Boucan Carré,Boukan Kare,Centre,39941,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0142,HT0142,Cabaret,Kabarè,Ouest,32966,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0714,HT0714,Camp-Perrin,Kanperen,Sud,26067,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0311,HT0311,Cap-Haïtien,Kap Ayisyen,Nord,142579,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
IND-POP-009,HTC-0422,HT0422,Capotille,Kapotiy,Nord-Est,11570,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,ecart_fort
IND-POP-009,HTC-0434,HT0434,Caracol,Karakòl,Nord-Est,4728,habitants,2024,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),v1.2026.07,concordant
