enquete,annee,region,pcode_region_enquete,cartographiable,indicateur_id,precision_source,valeur,ic_bas,ic_haut,denominateur_pondere,denominateur_brut
EMMUS 2000,2000,Sud,412008,oui,AH_CIGA_M_UNW,,49.0,,,36,
EMMUS 2000,2000,Sud-Est,412003,oui,AH_CIGA_M_UNW,,29.0,,,16,
EMMUS 2012,2012,Aire métropolitaine,412001,oui,AH_CIGA_M_UNW,,129.0,,,236,
EMMUS 2012,2012,Artibonite,412006,oui,AH_CIGA_M_UNW,,61.0,,,129,
EMMUS 2012,2012,Camps de déplacés (enquête 2012),412013,non,AH_CIGA_M_UNW,,125.0,,,63,
EMMUS 2012,2012,Centre,412007,oui,AH_CIGA_M_UNW,,73.0,,,57,
EMMUS 2012,2012,Grand'Anse,412010,oui,AH_CIGA_M_UNW,,88.0,,,45,
EMMUS 2012,2012,Grand'Anse et Nippes réunies,412009,non,AH_CIGA_M_UNW,,127.0,,,64,
EMMUS 2012,2012,Nippes,412011,oui,AH_CIGA_M_UNW,,39.0,,,19,
EMMUS 2012,2012,Nord,412004,oui,AH_CIGA_M_UNW,,44.0,,,49,
EMMUS 2012,2012,Nord-Est,412005,oui,AH_CIGA_M_UNW,,39.0,,,18,
EMMUS 2012,2012,Nord-Ouest,412012,oui,AH_CIGA_M_UNW,,56.0,,,31,
EMMUS 2012,2012,Reste de l'Ouest,412002,oui,AH_CIGA_M_UNW,,67.0,,,130,
EMMUS 2012,2012,Sud,412008,oui,AH_CIGA_M_UNW,,47.0,,,39,
EMMUS 2012,2012,Sud-Est,412003,oui,AH_CIGA_M_UNW,,52.0,,,37,
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_CIGA_M_UNW,,73.0,,,130,
EMMUS 2016,2016,Artibonite,412006,oui,AH_CIGA_M_UNW,,71.0,,,96,
EMMUS 2016,2016,Centre,412007,oui,AH_CIGA_M_UNW,,23.0,,,21,
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_CIGA_M_UNW,,33.0,,,17,
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_CIGA_M_UNW,,54.0,,,29,
EMMUS 2016,2016,Nippes,412011,oui,AH_CIGA_M_UNW,,21.0,,,11,
EMMUS 2016,2016,Nord,412004,oui,AH_CIGA_M_UNW,,19.0,,,23,
EMMUS 2016,2016,Nord-Est,412005,oui,AH_CIGA_M_UNW,,23.0,,,13,
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_CIGA_M_UNW,,36.0,,,17,
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_CIGA_M_UNW,,30.0,,,58,
EMMUS 2016,2016,Sud,412008,oui,AH_CIGA_M_UNW,,25.0,,,23,
EMMUS 2016,2016,Sud-Est,412003,oui,AH_CIGA_M_UNW,,25.0,,,20,
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_ANY,,12.3,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_ANY,,2.3,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_ANY,,2.7,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_ANY,,1.4,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_ANY,,1.1,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_ANY,,0.7,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_ANY,,3.6,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_ANY,,3.2,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_ANY,,1.9,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_ANY,,2.0,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_ANY,,1.4,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_ANY,,1.4,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_EBI,,7.0,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_EBI,,1.1,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_EBI,,1.1,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_EBI,,0.9,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_EBI,,0.8,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_EBI,,0.6,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_EBI,,1.6,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_EBI,,1.7,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_EBI,,0.8,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_EBI,,1.4,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_EBI,,0.7,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_EBI,,0.7,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_MUT,,0.3,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_MUT,,0.1,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_MUT,,0.3,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_MUT,,0.2,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_MUT,,0.1,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_MUT,,0.1,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_MUT,,0.2,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_MUT,,0.0,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_MUT,,0.0,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_MUT,,0.2,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_MUT,,0.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_MUT,,0.0,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_NON,,87.7,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_NON,,97.7,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_NON,,97.3,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_NON,,98.6,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_NON,,98.9,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_NON,,99.3,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_NON,,96.4,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_NON,,96.8,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_NON,,98.1,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_NON,,98.0,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_NON,,98.6,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_NON,,98.6,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_NUM,,2055.0,,,,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_NUM,,1119.0,,,,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_NUM,,536.0,,,,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_NUM,,379.0,,,,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_NUM,,664.0,,,,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_NUM,,285.0,,,,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_NUM,,821.0,,,,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_NUM,,286.0,,,,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_NUM,,421.0,,,,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_NUM,,1224.0,,,,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_NUM,,616.0,,,,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_NUM,,441.0,,,,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_OTH,,0.2,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_OTH,,0.0,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_OTH,,0.0,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_OTH,,0.0,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_OTH,,0.0,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_OTH,,0.0,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_OTH,,0.0,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_OTH,,0.0,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_OTH,,0.1,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_OTH,,0.0,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_OTH,,0.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_OTH,,0.1,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_PRV,,4.1,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_PRV,,1.1,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_PRV,,1.2,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_PRV,,0.3,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_PRV,,0.2,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_PRV,,0.1,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_PRV,,1.2,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_PRV,,1.1,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_PRV,,0.7,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_PRV,,0.5,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_PRV,,0.3,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_PRV,,0.7,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_SOS,,1.2,,,2055,1109
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_SOS,,0.1,,,1119,895
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_SOS,,0.0,,,536,616
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_SOS,,0.0,,,379,680
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_SOS,,0.0,,,664,1280
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_SOS,,0.0,,,285,600
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_SOS,,0.6,,,821,727
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_SOS,,0.5,,,286,578
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_SOS,,0.3,,,421,828
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_SOS,,0.0,,,1224,720
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_SOS,,0.2,,,616,723
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_SOS,,0.0,,,441,597
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_M_UNW,,1109.0,,,2055,
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_M_UNW,,895.0,,,1119,
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_M_UNW,,616.0,,,536,
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_M_UNW,,680.0,,,379,
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_M_UNW,,1280.0,,,664,
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_M_UNW,,600.0,,,285,
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_M_UNW,,727.0,,,821,
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_M_UNW,,578.0,,,286,
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_M_UNW,,828.0,,,421,
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_M_UNW,,720.0,,,1224,
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_M_UNW,,723.0,,,616,
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_M_UNW,,597.0,,,441,
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_ANY,,5.3,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_ANY,,0.8,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_ANY,,0.6,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_ANY,,0.9,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_ANY,,0.7,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_ANY,,0.3,,,232,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_ANY,,1.6,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_ANY,,0.6,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_ANY,,0.6,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_ANY,,0.6,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_ANY,,0.8,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_ANY,,0.9,,,487,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_ANY,,7.5,,,3632,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_ANY,,1.0,,,2090,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_ANY,,1.8,,,918,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_ANY,,1.2,,,532,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_ANY,,1.3,,,960,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_ANY,,1.5,,,427,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_ANY,,2.1,,,1559,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_ANY,,1.3,,,516,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_ANY,,1.0,,,703,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_ANY,,1.1,,,2285,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_ANY,,1.5,,,951,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_ANY,,1.6,,,756,1027
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_EBI,,2.3,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_EBI,,0.3,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_EBI,,0.3,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_EBI,,0.8,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_EBI,,0.6,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_EBI,,0.3,,,232,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_EBI,,0.6,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_EBI,,0.5,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_EBI,,0.1,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_EBI,,0.1,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_EBI,,0.2,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_EBI,,0.7,,,487,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_EBI,,4.0,,,3632,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_EBI,,0.6,,,2090,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_EBI,,1.0,,,918,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_EBI,,1.1,,,532,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_EBI,,1.0,,,960,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_EBI,,0.8,,,427,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_EBI,,1.0,,,1559,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_EBI,,1.2,,,516,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_EBI,,0.5,,,703,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_EBI,,0.6,,,2285,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_EBI,,1.1,,,951,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_EBI,,1.0,,,756,1027
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_MUT,,0.4,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_MUT,,0.3,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_MUT,,0.3,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_MUT,,0.0,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_MUT,,0.0,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_MUT,,0.1,,,232,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_MUT,,0.1,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_MUT,,0.1,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_MUT,,0.4,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_MUT,,0.3,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_MUT,,0.1,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_MUT,,0.2,,,487,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_MUT,,1.4,,,3632,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_MUT,,0.1,,,2090,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_MUT,,0.3,,,918,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_MUT,,0.1,,,532,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_MUT,,0.3,,,960,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_MUT,,0.7,,,427,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_MUT,,0.5,,,1559,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_MUT,,0.0,,,516,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_MUT,,0.2,,,703,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_MUT,,0.2,,,2285,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_MUT,,0.1,,,951,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_MUT,,0.3,,,756,1027
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_NON,,94.7,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_NON,,99.2,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_NON,,99.4,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_NON,,99.1,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_NON,,99.3,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_NON,,99.7,,,232,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_NON,,98.4,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_NON,,99.4,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_NON,,99.4,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_NON,,99.4,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_NON,,99.2,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_NON,,99.1,,,487,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_NON,,92.5,,,3632,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_NON,,99.0,,,2090,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_NON,,98.2,,,918,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_NON,,98.8,,,532,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_NON,,98.7,,,960,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_NON,,98.5,,,427,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_NON,,97.9,,,1559,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_NON,,98.7,,,516,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_NON,,99.0,,,703,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_NON,,98.9,,,2285,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_NON,,98.5,,,951,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_NON,,98.4,,,756,1027
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_NUM,,2773.0,,,,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_NUM,,1654.0,,,,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_NUM,,811.0,,,,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_NUM,,355.0,,,,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_NUM,,588.0,,,,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_NUM,,232.0,,,,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_NUM,,1036.0,,,,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_NUM,,339.0,,,,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_NUM,,593.0,,,,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_NUM,,1808.0,,,,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_NUM,,669.0,,,,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_NUM,,487.0,,,,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_NUM,,3632.0,,,,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_NUM,,2090.0,,,,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_NUM,,918.0,,,,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_NUM,,532.0,,,,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_NUM,,960.0,,,,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_NUM,,427.0,,,,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_NUM,,1559.0,,,,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_NUM,,516.0,,,,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_NUM,,703.0,,,,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_NUM,,2285.0,,,,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_NUM,,951.0,,,,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_NUM,,756.0,,,,1027
EMMUS 2006,2006,Aire métropolitaine,412001,oui,AH_HINS_W_OTH,,1.5,,,2773,1810
EMMUS 2006,2006,Artibonite,412006,oui,AH_HINS_W_OTH,,0.1,,,1654,939
EMMUS 2006,2006,Centre,412007,oui,AH_HINS_W_OTH,,0.0,,,811,866
EMMUS 2006,2006,Grand'Anse,412010,oui,AH_HINS_W_OTH,,0.2,,,355,794
EMMUS 2006,2006,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_OTH,,0.1,,,588,1521
EMMUS 2006,2006,Nippes,412011,oui,AH_HINS_W_OTH,,0.0,,,232,727
EMMUS 2006,2006,Nord,412004,oui,AH_HINS_W_OTH,,0.6,,,1036,1033
EMMUS 2006,2006,Nord-Est,412005,oui,AH_HINS_W_OTH,,0.0,,,339,918
EMMUS 2006,2006,Nord-Ouest,412012,oui,AH_HINS_W_OTH,,0.1,,,593,1012
EMMUS 2006,2006,Reste de l'Ouest,412002,oui,AH_HINS_W_OTH,,0.0,,,1808,1014
EMMUS 2006,2006,Sud,412008,oui,AH_HINS_W_OTH,,0.5,,,669,861
EMMUS 2006,2006,Sud-Est,412003,oui,AH_HINS_W_OTH,,0.0,,,487,783
EMMUS 2016,2016,Aire métropolitaine,412001,oui,AH_HINS_W_OTH,,0.1,,,3632,2097
EMMUS 2016,2016,Artibonite,412006,oui,AH_HINS_W_OTH,,0.0,,,2090,1748
EMMUS 2016,2016,Centre,412007,oui,AH_HINS_W_OTH,,0.0,,,918,1128
EMMUS 2016,2016,Grand'Anse,412010,oui,AH_HINS_W_OTH,,0.0,,,532,941
EMMUS 2016,2016,Grand'Anse et Nippes réunies,412009,non,AH_HINS_W_OTH,,0.0,,,960,1824
EMMUS 2016,2016,Nippes,412011,oui,AH_HINS_W_OTH,,0.0,,,427,883
EMMUS 2016,2016,Nord,412004,oui,AH_HINS_W_OTH,,0.0,,,1559,1444
EMMUS 2016,2016,Nord-Est,412005,oui,AH_HINS_W_OTH,,0.0,,,516,1096
EMMUS 2016,2016,Nord-Ouest,412012,oui,AH_HINS_W_OTH,,0.0,,,703,1447
EMMUS 2016,2016,Reste de l'Ouest,412002,oui,AH_HINS_W_OTH,,0.0,,,2285,1388
EMMUS 2016,2016,Sud,412008,oui,AH_HINS_W_OTH,,0.0,,,951,1172
EMMUS 2016,2016,Sud-Est,412003,oui,AH_HINS_W_OTH,,0.0,,,756,1027
