code_circonscription,circonscription,departement,arrondissement,parti,candidat,annee_t1,mois_t1,pv_inclus_t1,pv_attendus_t1,resultat_t1,voix_t1,valides_t1,blancs_t1,nuls_t1,annee_t2,mois_t2,pv_inclus_t2,pv_attendus_t2,resultat_t2,voix_t2,valides_t2,blancs_t2,nuls_t2,elu,annee_annule,mois_annule,pv_inclus_annule,pv_attendus_annule,voix_annule,valides_annule,blancs_annule,nuls_annule,notes_de_la_source,source,licence,source_id
1,GONAIVES,ARTIBONITE,GONAIVES,AAA,LATORTUE JACOB,2015,8,352,380,1,4873,22664,217,1183,2015,10,369,380,0,15132,30354,501,1346,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,KID,DERIUS NETLANDE PIERRE,2015,8,352,380,1,1754,22664,217,1183,2015,10,369,380,0,15222,30354,501,1346,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,BOUCLIER,ETIENNE GUIBERT,2015,8,352,380,0,1735,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,MOCHRENHA,DIEUJUSTE ARSENE,2015,8,352,380,0,1677,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,VERITE,GENE RENAUD,2015,8,352,380,0,1607,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,KONTRAPEPLA,MONDELUS DIMILSAINT,2015,8,352,380,0,1493,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,P.H.T.K,DALENCOURT HERBY,2015,8,352,380,0,1108,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,FUSION,FRANCOIS RIGOT,2015,8,352,380,0,1005,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,RENMEN AYITI,DESIR SYLVAIN,2015,8,352,380,0,983,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,OPL,BIEN-AIME WASHNY,2015,8,352,380,0,966,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,FANMI LAVALAS,NOEL WILLIAM,2015,8,352,380,0,730,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,UNIR-AYITI INI,BARON ANTONIO,2015,8,352,380,0,616,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,PLATFÒM PITIT DESSALINES,DERIUS DELIVRA,2015,8,352,380,0,614,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,U.P.A.N,LEGRAND MIKERLANDE METELLUS,2015,8,352,380,0,558,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,KONSYANS PATRIYOTIK,DEMOSTHENE JONAS,2015,8,352,380,0,497,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,ADEBHA,JEAN PIERRE MARC ANTOINE,2015,8,352,380,0,426,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,LAPEH,PAUL MARC ANDRE,2015,8,352,380,0,375,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,PRHA,DESIR GIOVANY,2015,8,352,380,0,366,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,ENTREH,CORIELAN DAHNEY,2015,8,352,380,0,353,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,RANDEVOUS,JEAN KELLY,2015,8,352,380,0,286,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,PPFF,TELUSME PIERRE JUNIOR,2015,8,352,380,0,221,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,PPRA,DOSSOUS CORVENS,2015,8,352,380,0,193,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,MOPOD,CADET ERNST,2015,8,352,380,0,145,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
1,GONAIVES,ARTIBONITE,GONAIVES,TET ANSANM POUR LE SAUVETAGE HAITI,JN BAPTISTE EDLER,2015,8,352,380,0,83,22664,217,1183,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,OPL,EXANTUS REYNALD,2015,8,40,55,2,1458,6160,2,79,2015,10,52,55,0,4303,7398,74,136,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,AAA,ESTARD CARLO,2015,8,40,55,2,927,6160,2,79,2015,10,52,55,0,3095,7398,74,136,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,VERITE,ALEXANDRE LESLY,2015,8,39,55,0,718,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,FANMI LAVALAS,PASTEUR WATSON,2015,8,39,55,0,501,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,REPAREN,ULYSSE MICHEL DANIEL,2015,8,39,55,0,424,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,ANSANM PATRIYOT POU LAVNI AYITI,ANELUS JULES LYONEL,2015,8,39,55,0,388,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,BOUCLIER,ELIE RICOT,2015,8,39,55,0,357,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,P.H.T.K,ERNEST RAPHAEL,2015,8,39,55,0,345,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,KID,NOEL ELIPHETE,2015,8,39,55,0,245,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,RESPE,GLAUDE RENARD LORIDSON,2015,8,39,55,0,242,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,FUSION,MADESTIN EMMANUEL,2015,8,39,55,0,184,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,KONSYANS PATRIYOTIK,THELOT ERNST,2015,8,39,55,0,119,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,RENMEN AYITI,ETIENNE JEAN ROBERT,2015,8,39,55,0,61,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,PLATFÒM PITIT DESSALINES,SIMON KESNER,2015,8,39,55,0,60,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,C.N.P.P.H,NORMIL GELAIRE,2015,8,39,55,0,55,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,PONT,EMILE WALKY,2015,8,39,55,0,49,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,LAPEH,FRANCOIS JEAN DIEGO,2015,8,39,55,0,19,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,UNCRH,MICHEL MAUDELINE,2015,8,39,55,0,13,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
2,L'ESTERE,ARTIBONITE,GONAIVES,CONCORDE,REVANGIL ELIE CONSERVE,2015,8,39,55,0,3,6160,2,79,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
3,ENNERY,ARTIBONITE,GONAIVES,AAA,"CHANCY, CHOLZER",2015,8,38,55,3,4243,5714,35,135,,,,,,,,,,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
3,ENNERY,ARTIBONITE,GONAIVES,OPL,"FILS-AIME, DIEUSIBON",2015,8,38,55,3,1471,5714,35,135,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,AAA,CHERY FRITZ,2015,8,139,148,1,6963,14223,106,1165,,,,,,,,,,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,OPL,ETIENNE RICHARDSON,2015,8,139,148,0,2207,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,VERITE,NEPTUNE ROSNER,2015,8,139,148,0,1867,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,PLATFÒM LEVE KANPE,SENOR CEREMY,2015,8,139,148,0,1221,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,MOCHRENHA,CAMILLE GREGORY,2015,8,139,148,0,622,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,FUSION,EDOUARD JEAN CLAUDE,2015,8,139,148,0,592,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,UNCRH,OREMAT JONEL,2015,8,139,148,0,292,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,KID,ANDRÉ MATHIEU,2015,8,139,148,0,258,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
4,GROS-MORNE,ARTIBONITE,GROS MORNE,RENMEN AYITI,SEPTAMA INNOCENT,2015,8,139,148,0,201,14223,106,1165,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
5,TERRE-NEUVE,ARTIBONITE,GROS MORNE,AAA,JACQUES DULAURIER,2015,8,27,32,1,2263,5096,16,148,2015,10,32,32,0,3660,6555,41,55,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
5,TERRE-NEUVE,ARTIBONITE,GROS MORNE,BOUCLIER,ROSEMOND JODSON LEROY,2015,8,27,32,1,1486,5096,16,148,2015,10,32,32,0,2895,6555,41,55,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
5,TERRE-NEUVE,ARTIBONITE,GROS MORNE,VERITE,DELFILS ENOCK,2015,8,27,32,0,1050,5096,16,148,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
5,TERRE-NEUVE,ARTIBONITE,GROS MORNE,PONT,ALEXANDRE WILHEM,2015,8,27,32,0,292,5096,16,148,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
5,TERRE-NEUVE,ARTIBONITE,GROS MORNE,INITE PATRIYOTIK,EUGENE ADHEMARD,2015,8,27,32,0,5,5096,16,148,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,AAA,CHERY EDOUANEL,2015,8,42,48,1,1494,6852,21,282,2015,10,43,48,0,4053,7734,27,126,1,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,BOUCLIER,LEDIX RONALD,2015,8,42,48,1,1091,6852,21,282,2015,10,43,48,0,3681,7734,27,126,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,KID,GEDEON GENIER,2015,8,42,48,0,988,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,P.H.T.K,JOSEPH METAYER FILS BRUNEL,2015,8,42,48,0,920,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,VERITE,DUMEL PETION,2015,8,42,48,0,474,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,RENMEN AYITI,GEFFRARD DELICIER,2015,8,42,48,0,348,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,FUSION,SENEXANT JEAN-PHILIPP YVENIA,2015,8,42,48,0,318,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,PRHA,GEORGES PATRICK,2015,8,42,48,0,242,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,PPFF,JN FRANCOIS FRAGNER,2015,8,42,48,0,184,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,UNDH,INNOCENT FRANCELLUS,2015,8,42,48,0,176,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,RESPE,JEAN LOUIS EMMANUEL,2015,8,42,48,0,167,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,U.P.A.N,GEFFRARD GUIFTASSON,2015,8,42,48,0,151,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,MOCHRENHA,LABRANCHE CALEB,2015,8,42,48,0,138,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
6,L'ANSE ROUGE,ARTIBONITE,GROS MORNE,PPG18,DESSALINES KESLY,2015,8,42,48,0,130,6852,21,282,,,,,,,,,,0,,,,,,,,,,"Election Passport (David Lublin, American University), « Haiti — Chamber of Deputies 2015-2017 », d'après les résultats du CEP","Tous droits réservés (CEP) — republication gratuite avec citation, décision Atmart du 18/09/2026",SRC-071
