pays,code_pays,vague,mode_de_collecte,variable,theme,indicateur,unite,domaine,domaine_nom,estimation,ic95_bas,ic95_haut,erreur_type,n_repondants,n_grappes,effet_de_plan,ponderation,pose_verifie_sur_le_questionnaire,passeport,source_id,source,licence,date_extraction
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,51.5462,48.6196,54.4728,1.4932,927,74,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,45.9752,42.2211,49.7294,1.9154,646,74,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,49.2583,46.3019,52.2148,1.5084,1573,74,4.16,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,49.6113,46.4751,52.7475,1.6001,343,74,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,44.5699,35.8967,53.2431,4.4251,310,74,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,54.9231,51.0656,58.7805,1.9681,325,74,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,55.8439,52.6487,59.0392,1.6302,1021,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,54.6057,51.0099,58.2015,1.8346,503,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,55.4353,52.8575,58.0131,1.3152,1524,70,2.91,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,56.25,51.9181,60.5819,2.2101,280,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,46.2575,41.9594,50.5556,2.1929,334,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,63.1861,59.2567,67.1155,2.0048,249,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,57.397,52.2026,62.5914,2.6502,356,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,56.1202,47.7166,64.5239,4.2876,305,70,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,53.2967,50.9673,55.6261,1.1885,1029,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,54.2346,51.4,57.0693,1.4462,718,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,53.6621,51.9434,55.3809,0.8769,1747,165,1.75,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,49.2105,45.2986,53.1225,1.9959,367,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,52.2388,48.1476,56.33,2.0873,335,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,67.7291,65.5408,69.9173,1.1164,251,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,50.8052,47.8843,53.7262,1.4903,478,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,51.2696,46.4157,56.1235,2.4765,316,165,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,63.6048,61.167,66.0427,1.2438,756,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,60.2011,57.7201,62.6821,1.2658,1066,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,61.8298,59.9757,63.6839,0.946,1822,114,2.39,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,57.9619,54.7867,61.1372,1.62,653,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,64.3797,60.7249,68.0344,1.8647,332,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,68.381,65.1665,71.5955,1.64,288,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,62.8236,56.8772,68.7699,3.0339,255,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,61.2138,57.4032,65.0244,1.9442,294,114,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,55.9807,52.0402,59.9211,2.0105,758,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,59.9376,57.1984,62.6769,1.3976,748,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,57.946,55.2621,60.6299,1.3693,1506,62,3.55,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,61.229,57.9974,64.4606,1.6488,377,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,55.2052,46.5157,63.8948,4.4334,333,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,59.698,55.8674,63.5287,1.9544,287,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,61.6893,58.6702,64.7084,1.5404,221,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,52.1991,44.518,59.8801,3.9189,288,62,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,49.2058,47.0854,51.3263,1.0819,835,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,50.0807,48.0273,52.1342,1.0477,1275,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,49.6281,48.2304,51.0259,0.7131,2110,88,0.95,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,50.1008,47.6952,52.5064,1.2274,713,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,52.3099,48.9656,55.6542,1.7063,428,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,46.1574,43.527,48.7879,1.3421,486,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,52.2367,47.4262,57.0473,2.4543,202,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,47.453,44.8213,50.0847,1.3427,281,88,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,Haïti,58.5909,54.6618,62.5201,2.0046,778,778,1.0,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Aire métropolitaine,53.8949,45.9062,61.8837,4.0759,190,778,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Centre,58.6798,49.0134,68.3463,4.9319,106,778,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Nord,58.4296,49.2727,67.5864,4.6719,142,778,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Reste de l'Ouest,56.5538,45.3859,67.7217,5.6979,89,778,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sud,63.5078,55.9233,71.0923,3.8696,195,778,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,45.9402,42.3194,49.5609,1.8473,390,57,,"note technique : « Dominican Republic 2008, 1,507, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,46.846,44.317,49.375,1.2903,1078,57,,"note technique : « Dominican Republic 2008, 1,507, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,République dominicaine,46.6054,44.4768,48.7339,1.086,1468,57,1.49,"note technique : « Dominican Republic 2008, 1,507, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,42.3786,38.6602,46.0969,1.8971,398,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,38.7862,36.4245,41.1479,1.2049,1082,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,République dominicaine,39.7523,37.6215,41.883,1.0871,1480,60,1.58,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Este,46.6948,40.6911,52.6985,3.0631,237,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Metropolitana,35.5603,32.4842,38.6365,1.5695,464,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Norte,37.8644,34.3115,41.4173,1.8127,526,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sur,44.8617,38.474,51.2493,3.259,253,60,,"note technique : « Dominican Republic 2010, 1,500, Unweighted »",oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,38.8254,34.8517,42.7991,2.0274,525,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,32.8335,31.0815,34.5855,0.8939,967,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,national,République dominicaine,34.9419,33.2092,36.6746,0.884,1492,55,1.12,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Este,42.1099,36.1616,48.0583,3.0349,188,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Metropolitana,32.8643,30.2652,35.4634,1.3261,533,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Norte,33.014,29.7721,36.256,1.6541,522,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,région d'enquête,Sur,38.0187,34.0785,41.9589,2.0103,249,55,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Rural,41.7539,37.5666,45.9412,2.1364,382,63,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,milieu,Urbain,33.4655,31.2025,35.7285,1.1546,1135,63,,poids de sondage du fichier,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
