atmart_geo_id,pcode_commune,nom_commune,periode,annee_reference,sexe,tranche_age,borne_min,borne_max,rang_tranche,effectif,part_population,statut_valeur,niveau_qualite,source,date_source,date_extraction,version
HTC-0112,HT0112,Delmas,HT-A-2024,2024,T,60-64,60,64,13,8532,1.96,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0112,HT0112,Delmas,HT-A-2024,2024,T,65-69,65,69,14,5942,1.36,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0112,HT0112,Delmas,HT-A-2024,2024,T,70-74,70,74,15,3042,0.7,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0112,HT0112,Delmas,HT-A-2024,2024,T,75-79,75,79,16,1608,0.37,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0112,HT0112,Delmas,HT-A-2024,2024,T,80 et plus,80,,17,1238,0.28,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,0-4,0,4,1,15116,3.28,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,5-9,5,9,2,19035,4.13,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,10-14,10,14,3,19429,4.22,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,15-19,15,19,4,21984,4.77,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
HTC-0113,HT0113,Carrefour,HT-A-2024,2024,F,20-24,20,24,5,24202,5.26,E,B,UNFPA/OCHA HDX — COD-PS Haïti 2024 (CC BY-IGO),2024-10-26,2026-08-11,v1.2026.07
