vague,mode_de_collecte,variable,theme,indicateur,echelle_origine,unite,domaine,domaine_nom,estimation,ic95_bas,ic95_haut,erreur_type,n_repondants,n_upm_du_plan,effet_de_plan,passeport,source_id,source,licence,attribution,remerciement_exige,date_extraction
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,milieu,Rural,49.2058,47.0854,51.3263,1.0819,835,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,milieu,Urbain,50.0807,48.0273,52.1342,1.0477,1275,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,national,Haïti,49.6281,48.2304,51.0259,0.7131,2110,88,0.95,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Aire métropolitaine,50.1008,47.6952,52.5064,1.2274,713,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Centre,52.3099,48.9656,55.6542,1.7063,428,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Nord,46.1574,43.527,48.7879,1.3421,486,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Reste de l'Ouest,52.2367,47.4262,57.0473,2.4543,202,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Sud,47.453,44.8213,50.0847,1.3427,281,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,national,Haïti,58.5909,54.6618,62.5201,2.0046,778,778,1.0,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Aire métropolitaine,53.8949,45.9062,61.8837,4.0759,190,778,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Centre,58.6798,49.0134,68.3463,4.9319,106,778,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Nord,58.4296,49.2727,67.5864,4.6719,142,778,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Reste de l'Ouest,56.5538,45.3859,67.7217,5.6979,89,778,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b18,confiance,Confiance dans la Police nationale (PNH),echelle7,0-100,région d'enquête,Sud,63.5078,55.9233,71.0923,3.8696,195,778,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,milieu,Rural,31.1427,28.1585,34.1269,1.5226,819,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,milieu,Urbain,35.0436,32.837,37.2503,1.1259,1236,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,national,Haïti,33.0159,30.9604,35.0713,1.0487,2055,88,2.09,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Aire métropolitaine,34.4356,31.4358,37.4353,1.5305,685,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Centre,30.2312,27.2748,33.1876,1.5084,417,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Nord,33.0281,29.5906,36.4655,1.7538,483,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Reste de l'Ouest,42.7977,35.2763,50.3192,3.8375,191,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Sud,28.0252,21.5026,34.5477,3.3278,279,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,national,Haïti,26.7994,23.7917,29.8072,1.5346,1141,1141,1.0,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Aire métropolitaine,21.47,16.3612,26.5788,2.6065,350,1141,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Centre,29.9627,21.5578,38.3677,4.2882,139,1141,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Nord,26.8477,19.9965,33.6989,3.4955,157,1141,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Reste de l'Ouest,27.5942,19.7265,35.4618,4.0141,162,1141,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2021,,b32,confiance,Confiance dans la mairie / le gouvernement local,echelle7,0-100,région d'enquête,Sud,32.7087,25.3783,40.039,3.74,228,1141,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,milieu,Rural,26.8407,23.8511,29.8303,1.5253,793,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,milieu,Urbain,27.4638,25.4503,29.4773,1.0273,1204,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,national,Haïti,27.1409,25.206,29.0759,0.9872,1997,88,1.88,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,région d'enquête,Aire métropolitaine,26.1713,22.8643,29.4784,1.6873,670,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,région d'enquête,Centre,25.5607,22.3405,28.7808,1.6429,409,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,région d'enquête,Nord,28.3991,25.3718,31.4265,1.5446,464,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,région d'enquête,Reste de l'Ouest,32.5192,27.0597,37.9786,2.7854,176,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b13,confiance,Confiance dans le Parlement,echelle7,0-100,région d'enquête,Sud,25.604,19.3235,31.8845,3.2044,278,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,milieu,Rural,56.2555,53.6304,58.8805,1.3393,822,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,milieu,Urbain,56.9534,54.8046,59.1022,1.0963,1250,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,national,Haïti,56.5918,54.8108,58.3728,0.9087,2072,88,1.26,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,région d'enquête,Aire métropolitaine,56.089,52.9702,59.2078,1.5912,691,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,région d'enquête,Centre,56.8064,53.2032,60.4096,1.8384,422,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,région d'enquête,Nord,52.1641,48.9301,55.398,1.65,487,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,région d'enquête,Reste de l'Ouest,62.4575,57.6857,67.2292,2.4346,194,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2016/17,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,région d'enquête,Sud,57.3724,51.8255,62.9193,2.83,278,88,,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
2023,,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",echelle7,0-100,national,Haïti,13.0361,10.0295,16.0427,1.534,707,707,1.0,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer Haïti,"Licence par clic LAPOP — analyse et agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)","LAPOP Lab. AmericasBarometer Haiti, {annee}, v{version}. Center for Global Democracy, Nashville, TN. www.vanderbilt.edu/lapop","These data were supplied by the Latin American Public Opinion Project at Vanderbilt University, which takes no responsibility for any interpretation of the data.",2026-08-25
