banque,est_un_agregat,trimestre,date_reference,section,indicateur,nature,periode_libelle,valeur,provisoire,fichier_source,source_id,source,licence,attribution,date_extraction
Sous-total (banques commerciales),oui,2021-T4,2021-12-31,Rentabilité,Dépenses d'exploitation en % du produit net bancaire (revenus nets d'intérêt + autres revenus),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.6132893,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2021-T4,2021-12-31,Rentabilité,Dépenses d'exploitation en % du produit net bancaire (revenus nets d'intérêt + autres revenus),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.68078124,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),8116.86195603,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),1228.00604597,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),5027.30331983,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),4370.89919604,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),14299.91836735,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),5940.22132702,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),5992.57764515,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),4794.56496258,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sous-total (banques commerciales),oui,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),5915.36343537,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Unibank,non,2021-T4,2021-12-31,Rentabilité,Productivité par employé ('000),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),6293.96858907,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Nationale de Crédit,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.01616849,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque Populaire Haïtienne,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),-0.01670714,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Banque de l'Union Haïtienne,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.00235118,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Capital Bank,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.03220818,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Citibank N.A. (succursale d'Haïti),non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.00327992,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Ensemble du système,oui,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.01309603,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebank,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.00980813,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
Sogebel,non,2021-T4,2021-12-31,Rentabilité,ROA (rendement de l'actif),flux annualisé sur la période,TRIM 1 2022   (octobre  - décembre 2022),0.01158079,non,brh_rapport_statistique_trim1_2026.xlsx,SRC-062,BRH — rapports statistiques de la supervision bancaire,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, Direction de la supervision des banques et des institutions financières, rapports statistiques trimestriels",2026-08-25
