serie_id,libelle,exercice,periode_debut,periode_fin,valeur_millions_htg,origine,premiere_publication_millions_htg,revision_pct,base_de_presentation,ecart_haitidocs_pct,classeur_scelle,source_id,attribution
TOFE-SOL-PRI,Solde primaire,2010-2011,2010-10-01,2011-09-30,1794.947,révisée dans l'état de l'exercice suivant,1794.947,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2010-2011,2010-10-01,2011-09-30,4558.803,révisée dans l'état de l'exercice suivant,4558.803,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2010-2011,2010-10-01,2011-09-30,-5101.725,révisée dans l'état de l'exercice suivant,-5101.725,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2011-2012,2011-10-01,2012-09-30,42305.446,état de l'exercice (seule version disponible),42305.446,,état portant la ligne des prêts nets (jusqu'à 2018-2019),-0.0,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2011-2012,2011-10-01,2012-09-30,34527.568,état de l'exercice (seule version disponible),34527.568,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2011-2012,2011-10-01,2012-09-30,12287.714,état de l'exercice (seule version disponible),12287.714,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2011-2012,2011-10-01,2012-09-30,51266.037,état de l'exercice (seule version disponible),51266.037,,état portant la ligne des prêts nets (jusqu'à 2018-2019),-0.0,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2011-2012,2011-10-01,2012-09-30,3929.926,état de l'exercice (seule version disponible),3929.926,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2011-2012,2011-10-01,2012-09-30,-4527.73,état de l'exercice (seule version disponible),-4527.73,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2011-2012,2011-10-01,2012-09-30,1513.559,état de l'exercice (seule version disponible),1513.559,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2011-2012,2011-10-01,2012-09-30,-5442.995,état de l'exercice (seule version disponible),-5442.995,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_15_7c1a4abac7.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2012-2013,2012-10-01,2013-09-30,44522.129,révisée dans l'état de l'exercice suivant,44522.129,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),-0.0,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2012-2013,2012-10-01,2013-09-30,39375.94,révisée dans l'état de l'exercice suivant,39375.94,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2012-2013,2012-10-01,2013-09-30,13449.69,révisée dans l'état de l'exercice suivant,13449.69,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2012-2013,2012-10-01,2013-09-30,54820.13,révisée dans l'état de l'exercice suivant,54820.13,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),-0.0,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2012-2013,2012-10-01,2013-09-30,-8795.035,révisée dans l'état de l'exercice suivant,-8795.035,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2012-2013,2012-10-01,2013-09-30,-8372.272,révisée dans l'état de l'exercice suivant,-8372.272,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2012-2013,2012-10-01,2013-09-30,3659.019,révisée dans l'état de l'exercice suivant,3659.019,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2012-2013,2012-10-01,2013-09-30,5136.242,révisée dans l'état de l'exercice suivant,5136.242,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_13_101b0f6ba1.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2013-2014,2013-10-01,2014-09-30,47107.061,révisée dans l'état de l'exercice suivant,47175.935,-0.15,état portant la ligne des prêts nets (jusqu'à 2018-2019),0.15,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2013-2014,2013-10-01,2014-09-30,45108.773,révisée dans l'état de l'exercice suivant,45108.773,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2013-2014,2013-10-01,2014-09-30,7404.076,révisée dans l'état de l'exercice suivant,7404.076,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2013-2014,2013-10-01,2014-09-30,55108.132,révisée dans l'état de l'exercice suivant,55108.132,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),-0.0,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2013-2014,2013-10-01,2014-09-30,-7808.31,révisée dans l'état de l'exercice suivant,-7808.31,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2013-2014,2013-10-01,2014-09-30,-5669.872,révisée dans l'état de l'exercice suivant,-5669.872,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2013-2014,2013-10-01,2014-09-30,3526.434,révisée dans l'état de l'exercice suivant,3526.434,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2013-2014,2013-10-01,2014-09-30,4281.876,révisée dans l'état de l'exercice suivant,4281.876,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_12_b1ae056bdf.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2014-2015,2014-10-01,2015-09-30,56794.109,révisée dans l'état de l'exercice suivant,56794.109,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2014-2015,2014-10-01,2015-09-30,48156.391,révisée dans l'état de l'exercice suivant,48156.391,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2014-2015,2014-10-01,2015-09-30,6219.649,révisée dans l'état de l'exercice suivant,6219.649,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2014-2015,2014-10-01,2015-09-30,58785.157,révisée dans l'état de l'exercice suivant,58785.157,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2014-2015,2014-10-01,2015-09-30,-2804.244,révisée dans l'état de l'exercice suivant,-998.398,-180.87,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2014-2015,2014-10-01,2015-09-30,2978.746,révisée dans l'état de l'exercice suivant,2978.746,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2014-2015,2014-10-01,2015-09-30,-625.88,révisée dans l'état de l'exercice suivant,-625.88,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2014-2015,2014-10-01,2015-09-30,3430.124,révisée dans l'état de l'exercice suivant,1624.278,111.18,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2015-2016,2015-10-01,2016-09-30,66077.76,état de l'exercice (seule version disponible),66077.76,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2015-2016,2015-10-01,2016-09-30,57433.354,état de l'exercice (seule version disponible),57433.354,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2015-2016,2015-10-01,2016-09-30,5853.169,état de l'exercice (seule version disponible),5853.169,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2015-2016,2015-10-01,2016-09-30,70541.272,état de l'exercice (seule version disponible),70541.272,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2015-2016,2015-10-01,2016-09-30,-586.953,état de l'exercice (seule version disponible),-586.953,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2015-2016,2015-10-01,2016-09-30,3631.341,état de l'exercice (seule version disponible),3631.341,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2015-2016,2015-10-01,2016-09-30,44.259,état de l'exercice (seule version disponible),44.259,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2015-2016,2015-10-01,2016-09-30,542.694,état de l'exercice (seule version disponible),542.694,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_11_4214848db5.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2016-2017,2016-10-01,2017-09-30,74971.548,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2016-2017,2016-10-01,2017-09-30,63923.807,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2016-2017,2016-10-01,2017-09-30,6254.949,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2016-2017,2016-10-01,2017-09-30,78556.549,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2016-2017,2016-10-01,2017-09-30,1062.669,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2016-2017,2016-10-01,2017-09-30,6359.727,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2016-2017,2016-10-01,2017-09-30,-3622.109,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2016-2017,2016-10-01,2017-09-30,2559.44,révisée dans l'état de l'exercice suivant,,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_09_7da617dc09.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2017-2018,2017-10-01,2018-09-30,79359.763,révisée dans l'état de l'exercice suivant,79359.763,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2017-2018,2017-10-01,2018-09-30,76286.972,révisée dans l'état de l'exercice suivant,76286.972,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2017-2018,2017-10-01,2018-09-30,11690.3,révisée dans l'état de l'exercice suivant,11690.3,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2017-2018,2017-10-01,2018-09-30,98024.671,révisée dans l'état de l'exercice suivant,98024.671,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2017-2018,2017-10-01,2018-09-30,-20950.632,révisée dans l'état de l'exercice suivant,-20950.632,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2017-2018,2017-10-01,2018-09-30,-7303.888,révisée dans l'état de l'exercice suivant,-7303.888,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2017-2018,2017-10-01,2018-09-30,-1539.896,révisée dans l'état de l'exercice suivant,-1539.896,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2017-2018,2017-10-01,2018-09-30,22490.528,révisée dans l'état de l'exercice suivant,22490.528,0.0,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2018-2019,2018-10-01,2019-09-30,76363.74,état de l'exercice (seule version disponible),76363.74,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2018-2019,2018-10-01,2019-09-30,73434.726,état de l'exercice (seule version disponible),73434.726,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2018-2019,2018-10-01,2019-09-30,3460.635,état de l'exercice (seule version disponible),3460.635,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2018-2019,2018-10-01,2019-09-30,88037.351,état de l'exercice (seule version disponible),88037.351,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2018-2019,2018-10-01,2019-09-30,-2210.789,état de l'exercice (seule version disponible),-2210.789,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2018-2019,2018-10-01,2019-09-30,1138.829,état de l'exercice (seule version disponible),1138.829,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2018-2019,2018-10-01,2019-09-30,-7016.026,état de l'exercice (seule version disponible),-7016.026,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2018-2019,2018-10-01,2019-09-30,9226.815,état de l'exercice (seule version disponible),9226.815,,état portant la ligne des prêts nets (jusqu'à 2018-2019),,candidat_07_e917117a08.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2021-2022,2021-10-01,2022-09-30,110150.257,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),-0.0,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2021-2022,2021-10-01,2022-09-30,142350.763,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2021-2022,2021-10-01,2022-09-30,6519.664,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2021-2022,2021-10-01,2022-09-30,171317.246,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),-2.96,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2021-2022,2021-10-01,2022-09-30,-38463.851,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2021-2022,2021-10-01,2022-09-30,-36931.058,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2021-2022,2021-10-01,2022-09-30,-9272.219,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2021-2022,2021-10-01,2022-09-30,47736.069,révisée dans l'état de l'exercice suivant,,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_05_8e498ecd1d.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2022-2023,2022-10-01,2023-09-30,172345.929,révisée dans l'état de l'exercice suivant,172345.929,0.0,état sans la ligne des prêts nets (à partir de 2021-2022),0.0,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2022-2023,2022-10-01,2023-09-30,135683.541,révisée dans l'état de l'exercice suivant,135912.808,-0.17,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-INV,Dépenses d'investissement,2022-2023,2022-10-01,2023-09-30,15180.485,révisée dans l'état de l'exercice suivant,6195.394,145.03,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-DEC,Dépenses totales décaissées (base caisse),2022-2023,2022-10-01,2023-09-30,181257.554,révisée dans l'état de l'exercice suivant,170001.207,6.62,état sans la ligne des prêts nets (à partir de 2021-2022),-3.46,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-CAI,Solde global (base caisse),2022-2023,2022-10-01,2023-09-30,9641.562,révisée dans l'état de l'exercice suivant,31.304,30699.86,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-SOL-PRI,Solde primaire,2022-2023,2022-10-01,2023-09-30,23650.565,révisée dans l'état de l'exercice suivant,32406.388,-27.02,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-EXT,Financement externe net,2022-2023,2022-10-01,2023-09-30,-8833.793,révisée dans l'état de l'exercice suivant,-6539.231,-35.09,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-FIN-INT,Financement interne net,2022-2023,2022-10-01,2023-09-30,-807.769,révisée dans l'état de l'exercice suivant,6507.927,-112.41,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-REC,Recettes totales de l'administration centrale,2023-2024,2023-10-01,2024-09-30,167117.81,état de l'exercice (seule version disponible),167117.81,,état sans la ligne des prêts nets (à partir de 2021-2022),0.0,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
TOFE-DEP-COU,Dépenses courantes,2023-2024,2023-10-01,2024-09-30,132799.3,état de l'exercice (seule version disponible),132799.3,,état sans la ligne des prêts nets (à partir de 2021-2022),,candidat_01_a6fa1729f8.xls,SRC-024,"MEF — Tableau des opérations financières de l'État, état annuel (mef.gouv.ht/tofe)"
