sens,origine_ou_destination,code_iso3,est_un_pays,annee_civile,mois_civil,periode,exercice_fiscal_ht,montant_usd,part_du_mois,nombre_operations_mois_tous_pays,montant_moyen_mois_usd,source_id,source,licence,attribution,date_extraction
expédié,États-Unis,USA,oui,2017,10,2017-10,2018,13519206.49,55.6661,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2017,10,2017-10,2018,4153454.97,17.1021,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2017,10,2017-10,2018,2146077.26,8.8366,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2017,10,2017-10,2018,1273732.74,5.2447,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Asie,,non,2017,10,2017-10,2018,774426.37,3.1887,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Amérique centrale,,non,2017,10,2017-10,2018,517664.58,2.1315,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Afrique,,non,2017,10,2017-10,2018,504482.86,2.0772,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Amérique du Sud,,non,2017,10,2017-10,2018,418476.47,1.7231,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,France,FRA,oui,2017,10,2017-10,2018,334474.31,1.3772,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Brésil,BRA,oui,2017,10,2017-10,2018,296270.53,1.2199,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres Antilles,,non,2017,10,2017-10,2018,129625.8,0.5337,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Europe,,non,2017,10,2017-10,2018,93267.96,0.384,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Îles Turques-et-Caïques,TCA,oui,2017,10,2017-10,2018,63505.69,0.2615,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Bahamas,BHS,oui,2017,10,2017-10,2018,46689.53,0.1922,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Martinique,MTQ,oui,2017,10,2017-10,2018,9880.99,0.0407,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Saint-Martin,MAF,oui,2017,10,2017-10,2018,5024.2,0.0207,57233,424.34,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,États-Unis,USA,oui,2017,11,2017-11,2018,13281482.62,56.5347,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2017,11,2017-11,2018,3970163.96,16.8996,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2017,11,2017-11,2018,1844197.4,7.8501,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2017,11,2017-11,2018,1169399.84,4.9777,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Asie,,non,2017,11,2017-11,2018,837770.69,3.5661,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Afrique,,non,2017,11,2017-11,2018,486429.86,2.0706,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Amérique centrale,,non,2017,11,2017-11,2018,441892.74,1.881,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Amérique du Sud,,non,2017,11,2017-11,2018,425767.25,1.8123,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,France,FRA,oui,2017,11,2017-11,2018,343663.38,1.4629,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Brésil,BRA,oui,2017,11,2017-11,2018,285708.52,1.2162,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Europe,,non,2017,11,2017-11,2018,128656.23,0.5476,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres Antilles,,non,2017,11,2017-11,2018,124919.6,0.5317,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Îles Turques-et-Caïques,TCA,oui,2017,11,2017-11,2018,92471.64,0.3936,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Bahamas,BHS,oui,2017,11,2017-11,2018,55474.18,0.2361,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Martinique,MTQ,oui,2017,11,2017-11,2018,3257.73,0.0139,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Saint-Martin,MAF,oui,2017,11,2017-11,2018,1345.48,0.0057,55425,423.86,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,États-Unis,USA,oui,2017,12,2017-12,2018,14661866.39,55.407,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2017,12,2017-12,2018,4855112.97,18.3474,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2017,12,2017-12,2018,2067343.59,7.8125,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2017,12,2017-12,2018,1436786.55,5.4296,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Asie,,non,2017,12,2017-12,2018,877864.85,3.3174,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Afrique,,non,2017,12,2017-12,2018,499322.77,1.8869,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Amérique du Sud,,non,2017,12,2017-12,2018,471102.51,1.7803,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Amérique centrale,,non,2017,12,2017-12,2018,446099.01,1.6858,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,France,FRA,oui,2017,12,2017-12,2018,373887.35,1.4129,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Brésil,BRA,oui,2017,12,2017-12,2018,294465.79,1.1128,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres Antilles,,non,2017,12,2017-12,2018,152263.09,0.5754,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Europe,,non,2017,12,2017-12,2018,134300.92,0.5075,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Îles Turques-et-Caïques,TCA,oui,2017,12,2017-12,2018,122760.63,0.4639,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Bahamas,BHS,oui,2017,12,2017-12,2018,64690.72,0.2445,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Martinique,MTQ,oui,2017,12,2017-12,2018,3137.93,0.0119,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Saint-Martin,MAF,oui,2017,12,2017-12,2018,1125.49,0.0043,64719,408.88,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,États-Unis,USA,oui,2018,1,2018-01,2018,13699752.64,55.5845,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2018,1,2018-01,2018,3840445.22,15.582,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2018,1,2018-01,2018,2607385.54,10.579,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2018,1,2018-01,2018,1193982.26,4.8444,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Asie,,non,2018,1,2018-01,2018,852264.82,3.4579,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Afrique,,non,2018,1,2018-01,2018,486038.96,1.972,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Amérique du Sud,,non,2018,1,2018-01,2018,422267.03,1.7133,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Amérique centrale,,non,2018,1,2018-01,2018,399965.17,1.6228,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Brésil,BRA,oui,2018,1,2018-01,2018,359329.67,1.4579,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,France,FRA,oui,2018,1,2018-01,2018,354165.81,1.437,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres Antilles,,non,2018,1,2018-01,2018,145045.06,0.5885,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Europe,,non,2018,1,2018-01,2018,138614.95,0.5624,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Îles Turques-et-Caïques,TCA,oui,2018,1,2018-01,2018,79425.17,0.3223,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Bahamas,BHS,oui,2018,1,2018-01,2018,57038.03,0.2314,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Martinique,MTQ,oui,2018,1,2018-01,2018,8143.32,0.033,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Saint-Martin,MAF,oui,2018,1,2018-01,2018,2831.91,0.0115,57702,428.05,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,États-Unis,USA,oui,2018,2,2018-02,2018,11756186.87,53.1829,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2018,2,2018-02,2018,3654550.71,16.5325,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2018,2,2018-02,2018,2687245.5,12.1566,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2018,2,2018-02,2018,1137211.16,5.1445,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Asie,,non,2018,2,2018-02,2018,536091.71,2.4252,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Afrique,,non,2018,2,2018-02,2018,448527.18,2.0291,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Amérique centrale,,non,2018,2,2018-02,2018,433902.1,1.9629,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Amérique du Sud,,non,2018,2,2018-02,2018,395847.55,1.7907,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Brésil,BRA,oui,2018,2,2018-02,2018,339685.03,1.5367,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,France,FRA,oui,2018,2,2018-02,2018,304598.67,1.3779,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres Antilles,,non,2018,2,2018-02,2018,170281.51,0.7703,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Autres pays d'Europe,,non,2018,2,2018-02,2018,114804.05,0.5194,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Îles Turques-et-Caïques,TCA,oui,2018,2,2018-02,2018,63999.6,0.2895,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Bahamas,BHS,oui,2018,2,2018-02,2018,59109.08,0.2674,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Saint-Martin,MAF,oui,2018,2,2018-02,2018,2115.2,0.0096,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Martinique,MTQ,oui,2018,2,2018-02,2018,1060.0,0.0048,53549,412.8,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,États-Unis,USA,oui,2018,3,2018-03,2018,11368417.83,51.2621,55045,402.89,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,République dominicaine,DOM,oui,2018,3,2018-03,2018,4067899.79,18.3429,55045,402.89,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Chili,CHL,oui,2018,3,2018-03,2018,1694253.38,7.6397,55045,402.89,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
expédié,Canada,CAN,oui,2018,3,2018-03,2018,1268617.8,5.7204,55045,402.89,SRC-060,BRH — statistiques de la balance des paiements,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","BRH — Banque de la République d'Haïti, transferts sans contrepartie reçus et expédiés par pays",2026-08-25
