atmart_geo_id,niveau_admin,type_entite,nom_fr,nom_ht,parent_atmart_geo_id,pcode,source_geo_id,chef_lieu_fr,chef_lieu_ht,chef_lieu_latitude,chef_lieu_longitude,superficie_km2,latitude,longitude,population,date_validite_debut,date_validite_fin,source,date_source,date_extraction,statut_valeur,methode,niveau_qualite,version
HTC-0212,3,Commune,Marigot,Marigo,HTA-021,HT0212,HT0212,Marigot,Marigo,18.23117,-72.323542,189.4,18.28947772,-72.2983742,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0213,3,Commune,Cayes-Jacmel,Kay Jakmèl,HTA-021,HT0213,HT0213,Cayes-Jacmel,Kay Jakmèl,18.231349,-72.396529,80.01,18.2802576,-72.41660361,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0214,3,Commune,La Vallée,Lavale,HTA-021,HT0214,HT0214,La Vallée,Lavale,18.26909763,-72.66632733,85.36,18.28291228,-72.70092091,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0221,3,Commune,Bainet,Benè,HTA-022,HT0221,HT0221,Bainet,Benè,18.184864,-72.751714,299.89,18.21575289,-72.76039828,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0222,3,Commune,Côtes de Fer,Kòtdefè,HTA-022,HT0222,HT0222,Côtes de Fer,Kòtdefè,18.18912,-73.003592,175.68,18.24171733,-72.95386698,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0231,3,Commune,Belle-Anse,Bèlans,HTA-023,HT0231,HT0231,Belle-Anse,Bèlans,18.23784401,-72.06648122,383.11,18.2757478,-72.07855549,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0232,3,Commune,Grand Gosier,Gran Gozye,HTA-023,HT0232,HT0232,Grand Gosier,Gran Gozye,18.18742009,-71.92097128,79.7,18.25473575,-71.90087429,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0233,3,Commune,Thiotte,Tiòt,HTA-023,HT0233,HT0233,Thiotte,Tiòt,18.244247,-71.841976,121.7,18.20703755,-71.87067683,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0234,3,Commune,Anse-à-Pître,Ansapit,HTA-023,HT0234,HT0234,Anse-à-Pître,Ansapit,18.041972,-71.76231,182.22,18.16321109,-71.80596952,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0311,3,Commune,Cap-Haïtien,Kap Ayisyen,HTA-031,HT0311,HT0311,Cap-Haïtien,Kap Ayisyen,19.759524,-72.200807,54.11,19.7493181,-72.22935814,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0312,3,Commune,Quartier Morin,Katye Moren,HTA-031,HT0312,HT0312,Quartier Morin,Katye Moren,19.697178,-72.157827,59.63,19.67689999,-72.16564367,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0313,3,Commune,Limonade,Limonad,HTA-031,HT0313,HT0313,Limonade,Limonad,19.670388,-72.1242,131.14,19.67110121,-72.1036099,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0321,3,Commune,Acul du Nord,Akil dinò,HTA-032,HT0321,HT0321,Acul du Nord,Akil dinò,19.682253,-72.31845,187.62,19.6705723,-72.32173182,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0322,3,Commune,Plaine du Nord,Plèn dinò,HTA-032,HT0322,HT0322,Plaine du Nord,Plèn dinò,19.67624,-72.26926,100.68,19.6705723,-72.25970694,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0323,3,Commune,Milot,Milo,HTA-032,HT0323,HT0323,Milot,Milo,19.607896,-72.21479,70.26,19.64683075,-72.21838716,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0331,3,Commune,Grande Rivière Du Nord,Grann Rivyè dinò,HTA-033,HT0331,HT0331,Grande Rivière Du Nord,Grann Rivyè dinò,19.577821,-72.169346,126.43,19.55804223,-72.16372953,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0332,3,Commune,Bahon,Baron,HTA-033,HT0332,HT0332,Bahon,Baron,19.470216,-72.115515,79.22,19.45040211,-72.11986934,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0341,3,Commune,Saint-Raphaël,Sen Rafayèl,HTA-034,HT0341,HT0341,Saint-Raphaël,Sen Rafayèl,19.439297,-72.199396,183.62,19.39622276,-72.18156433,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0342,3,Commune,Dondon,Dondon,HTA-034,HT0342,HT0342,Dondon,Dondon,19.527437,-72.242723,120.39,19.52072494,-72.26911452,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0343,3,Commune,Ranquitte,Rankit,HTA-034,HT0343,HT0343,Ranquitte,Rankit,19.413191,-72.083432,80.53,19.40352894,-72.06077595,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0344,3,Commune,Pignon,Piyon,HTA-034,HT0344,HT0344,Pignon,Piyon,19.337091,-72.115832,144.2,19.32980004,-72.08606597,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0345,3,Commune,La Victoire,La viktwa,HTA-034,HT0345,HT0345,La Victoire,La viktwa,19.337033,-72.025779,30.35,19.35161003,-72.01889465,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0351,3,Commune,Borgne,Bòn,HTA-035,HT0351,HT0351,Borgne,Bòn,19.845121,-72.522861,182.16,19.80668204,-72.57220588,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0352,3,Commune,Port-Margot,Pòmago,HTA-035,HT0352,HT0352,Port-Margot,Pòmago,19.751873,-72.429346,123.68,19.74866653,-72.46902471,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0361,3,Commune,Limbé,Lenbe,HTA-036,HT0361,HT0361,Limbé,Lenbe,19.70641,-72.402929,118.96,19.64562567,-72.41744231,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0362,3,Commune,Bas Limbé,Ba Lenbe,HTA-036,HT0362,HT0362,Bas Limbé,Ba Lenbe,19.770044,-72.38317,52.34,19.76241896,-72.39505867,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0371,3,Commune,Plaisance,Plezans,HTA-037,HT0371,HT0371,Plaisance,Plezans,19.598138,-72.470446,121.88,19.59956915,-72.4940039,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0372,3,Commune,Pilate,Pilat,HTA-037,HT0372,HT0372,Pilate,Pilat,19.664348,-72.556046,135.62,19.68747106,-72.54221007,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0411,3,Commune,Fort-Liberté,Fòlibète,HTA-041,HT0411,HT0411,Fort-Liberté,Fòlibète,19.663561,-71.836705,237.27,19.56923558,-71.85017247,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0412,3,Commune,Ferrier,Ferye,HTA-041,HT0412,HT0412,Ferrier,Ferye,19.615451,-71.778371,68.3,19.6452486,-71.76250282,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0413,3,Commune,Perches,Pèch,HTA-041,HT0413,HT0413,Perches,Pèch,19.521765,-71.922676,40.39,19.51542223,-71.93082039,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0421,3,Commune,Ouanaminthe,Wanament,HTA-042,HT0421,HT0421,Ouanaminthe,Wanament,19.548532,-71.725833,203.22,19.49729699,-71.77125786,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0422,3,Commune,Capotille,Kapotiy,HTA-042,HT0422,HT0422,Capotille,Kapotiy,19.447942,-71.692974,61.09,19.46220651,-71.70671961,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0423,3,Commune,Mont-Organisé,Montòganize,HTA-042,HT0423,HT0423,Mont-Organisé,Montòganize,19.40952,-71.781135,102.41,19.38720501,-71.77952631,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0431,3,Commune,Trou du Nord,Twou dinò,HTA-043,HT0431,HT0431,Trou du Nord,Twou dinò,19.616781,-72.024863,129.72,19.58207096,-72.0127068,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0432,3,Commune,Sainte Suzanne,Sent sizàn,HTA-043,HT0432,HT0432,Sainte Suzanne,Sent sizàn,19.582614,-72.088683,128.31,19.53282065,-72.06145747,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0433,3,Commune,Terrier Rouge,Tèrye rouj,HTA-043,HT0433,HT0433,Terrier Rouge,Tèrye rouj,19.637254,-71.954526,169.53,19.62766325,-71.94405993,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0434,3,Commune,Caracol,Karakòl,HTA-043,HT0434,HT0434,Caracol,Karakòl,19.693864,-72.017946,74.8,19.68666136,-72.01029843,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0441,3,Commune,Vallières,Valyè,HTA-044,HT0441,HT0441,Vallières,Valyè,19.434891,-71.910729,155.75,19.44106087,-71.94854413,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0442,3,Commune,Carice,karis,HTA-044,HT0442,HT0442,Carice,karis,19.38035,-71.82997,56.22,19.35601247,-71.82262787,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0443,3,Commune,Mombin Crochu,Monben Krochi,HTA-044,HT0443,HT0443,Mombin Crochu,Monben Krochi,19.369796,-71.98237,200.54,19.33862711,-71.90004165,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0511,3,Commune,Gonaïves,Gonayiv,HTA-051,HT0511,HT0511,Gonaïves,Gonayiv,19.44606,-72.688434,568.23,19.49324487,-72.68367668,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0512,3,Commune,Ennery,Ènri,HTA-051,HT0512,HT0512,Ennery,Ènri,19.484583,-72.484937,212.66,19.48991958,-72.4747769,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0513,3,Commune,L'Estère,Lestè,HTA-051,HT0513,HT0513,L'Estère,Lestè,19.30315,-72.610203,173.93,19.36447578,-72.63080295,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0521,3,Commune,Gros Morne,Gro Mòn,HTA-052,HT0521,HT0521,Gros Morne,Gro Mòn,19.67161,-72.678392,397.55,19.70617486,-72.71581797,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0522,3,Commune,Terre Neuve,Tènèv,HTA-052,HT0522,HT0522,Terre Neuve,Tènèv,19.6007,-72.781574,181.15,19.62283225,-72.80181035,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0523,3,Commune,Anse Rouge,Ans Rouj,HTA-052,HT0523,HT0523,Anse Rouge,Ans Rouj,19.632007,-73.055068,431.19,19.62214267,-72.95224135,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0531,3,Commune,Saint-Marc,Sen Mak,HTA-053,HT0531,HT0531,Saint-Marc,Sen Mak,19.102027,-72.699511,556.53,19.10196454,-72.62949263,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0532,3,Commune,Verrettes,Vèrèt,HTA-053,HT0532,HT0532,Verrettes,Vèrèt,19.050755,-72.467358,348.02,19.03682866,-72.50234396,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0533,3,Commune,La Chapelle,Lachapèl,HTA-053,HT0533,HT0533,La Chapelle,Lachapèl,18.911552,-72.312042,146.35,18.92073207,-72.3545863,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0541,3,Commune,Dessalines,Desalin,HTA-054,HT0541,HT0541,Dessalines,Desalin,19.261313,-72.517022,469.63,19.2237844,-72.43990724,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0542,3,Commune,Petite Rivière de l'Artibonite,Ti Rivyè Latibonit,HTA-054,HT0542,HT0542,Petite Rivière de l'Artibonite,Ti Rivyè Latibonit,19.122983,-72.479981,506.74,19.06954528,-72.33970373,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0543,3,Commune,Grande Saline,Grand Salin,HTA-054,HT0543,HT0543,Grande Saline,Grand Salin,19.246059,-72.773793,50.69,19.25721598,-72.66147187,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0544,3,Commune,Desdunes,Dedin,HTA-054,HT0544,HT0544,Desdunes,Dedin,19.295496,-72.646048,100.22,19.31353914,-72.6904752,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0551,3,Commune,Saint-Michel de l'Attalaye,Sen Michèl Latalay,HTA-055,HT0551,HT0551,Saint-Michel de l'Attalaye,Sen Michèl Latalay,19.374027,-72.333213,602.61,19.347665,-72.36176645,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0552,3,Commune,Marmelade,Mamelad,HTA-055,HT0552,HT0552,Marmelade,Mamelad,19.517408,-72.361914,112.24,19.52712982,-72.37862965,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0611,3,Commune,Hinche,Ench,HTA-061,HT0611,HT0611,Hinche,Ench,19.144554,-72.008753,582.51,19.16367696,-71.97540261,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0612,3,Commune,Maïssade,Mayisad,HTA-061,HT0612,HT0612,Maïssade,Mayisad,19.174768,-72.139556,295.64,19.18860822,-72.17318234,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0613,3,Commune,Thomonde,Tomond,HTA-061,HT0613,HT0613,Thomonde,Tomond,19.017016,-71.95977,361.72,18.9576928,-71.97555672,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0614,3,Commune,Cerca Carvajal,Sèka Kavajal,HTA-061,HT0614,HT0614,Cerca Carvajal,Sèka Kavajal,19.270041,-71.94055,156.08,19.26046065,-71.92246209,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0621,3,Commune,Mirebalais,Mibalè,HTA-062,HT0621,HT0621,Mirebalais,Mibalè,18.834416,-72.104836,326.64,18.80043641,-72.06721415,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0622,3,Commune,Saut d'Eau,Sodo,HTA-062,HT0622,HT0622,Saut d'Eau,Sodo,18.816158,-72.200426,171.59,18.8259004,-72.24184639,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0623,3,Commune,Boucan Carré,Boukan Kare,HTA-062,HT0623,HT0623,Boucan Carré,Boukan Kare,18.924535,-72.147497,354.92,18.9613796,-72.15249449,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
