atmart_geo_id,niveau_admin,type_entite,nom_fr,nom_ht,parent_atmart_geo_id,pcode,source_geo_id,chef_lieu_fr,chef_lieu_ht,chef_lieu_latitude,chef_lieu_longitude,superficie_km2,latitude,longitude,population,date_validite_debut,date_validite_fin,source,date_source,date_extraction,statut_valeur,methode,niveau_qualite,version
HTA-034,2,Arrondissement,Saint-Raphaël,Sen Rafayèl,HTD-03,,HT034,Saint-Raphaël,Sen Rafayèl,,,559.09,19.40458936,-72.15890466,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-035,2,Arrondissement,Borgne,Bòn,HTD-03,,HT035,Borgne,Bòn,,,305.84,19.78262482,-72.52842067,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-036,2,Arrondissement,Limbé,Lenbe,HTD-03,,HT036,Limbé,Lenbe,,,171.3,19.68926306,-72.40506252,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-037,2,Arrondissement,Plaisance,Plezans,HTD-03,,HT037,Plaisance,Plezans,,,257.5,19.64636745,-72.51792501,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-041,2,Arrondissement,Fort-Liberté,Fòlibète,HTD-04,,HT041,Fort-Liberté,Fòlibète,,,345.96,19.57985122,-71.8470869,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-042,2,Arrondissement,Ouanaminthe,Wanament,HTD-04,,HT042,Ouanaminthe,Wanament,,,366.72,19.46065729,-71.76619592,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-043,2,Arrondissement,Trou du Nord,Twou dinò,HTD-04,,HT043,Trou du Nord,Twou dinò,,,502.36,19.60172566,-71.99562339,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-044,2,Arrondissement,Vallières,Valyè,HTD-04,,HT044,Vallières,Valyè,,,412.51,19.3771244,-71.90579573,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-051,2,Arrondissement,Gonaïves,Gonayiv,HTD-05,,HT051,Gonaïves,Gonayiv,,,954.82,19.46779608,-72.59322683,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-052,2,Arrondissement,Gros Morne,Gro Mòn,HTD-05,,HT052,Gros Morne,Gro Mòn,,,1009.89,19.66048648,-72.83072322,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-053,2,Arrondissement,Saint-Marc,Sen Mak,HTD-05,,HT053,Saint-Marc,Sen Mak,,,1050.9,19.04791343,-72.57050515,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-054,2,Arrondissement,Dessalines,Desalin,HTD-05,,HT054,Dessalines,Desalin,,,1127.28,19.1620118,-72.44498837,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-055,2,Arrondissement,Saint-Michel de l'Attalaye,Sen Michèl Latalay,HTD-05,,HT055,Saint-Michel de l'Attalaye,Sen Michèl Latalay,,,714.85,19.37085679,-72.34457064,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-061,2,Arrondissement,Hinche,Ench,HTD-06,,HT061,Hinche,Ench,,,1395.95,19.12238013,-72.03371641,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-062,2,Arrondissement,Mirebalais,Mibalè,HTD-06,,HT062,Mirebalais,Mibalè,,,853.15,18.86396888,-72.14237536,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-063,2,Arrondissement,Lascahobas,Laskawobas,HTD-06,,HT063,Lascahobas,Laskawobas,,,613.43,18.8243789,-71.85351968,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-064,2,Arrondissement,Cerca La Source,Sèka Lasous,HTD-06,,HT064,Cerca La Source,Sèka Lasous,,,598.69,19.14323443,-71.77922394,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-071,2,Arrondissement,Les Cayes,Okay,HTD-07,,HT071,Les Cayes,Okay,,,861.35,18.28129019,-73.83132648,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-072,2,Arrondissement,Port-Salut,Pò Sali,HTD-07,,HT072,Port-Salut,Pò Sali,,,177.51,18.09559545,-73.87924456,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-073,2,Arrondissement,Aquin,Aken,HTD-07,,HT073,Aquin,Aken,,,1048.38,18.29488834,-73.36294598,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-074,2,Arrondissement,Côteaux,Okoto,HTD-07,,HT074,Côteaux,Okoto,,,177.63,18.24271292,-74.02421221,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-075,2,Arrondissement,Chardonnières,Chadonyè,HTD-07,,HT075,Chardonnières,Chadonyè,,,381.7,18.33990747,-74.2093582,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-081,2,Arrondissement,Jérémie,Jeremi,HTD-08,,HT081,Jérémie,Jeremi,,,809.8,18.53415868,-74.22266088,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-082,2,Arrondissement,Anse d'Hainault,Ansdeno,HTD-08,,HT082,Anse d'Hainault,Ansdeno,,,323.82,18.46629089,-74.39116754,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-083,2,Arrondissement,Corail,Koray,HTD-08,,HT083,Corail,Koray,,,780.28,18.49515656,-73.92954951,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-091,2,Arrondissement,Port-de-Paix,Pòdpè,HTD-09,,HT091,Port-de-Paix,Pòdpè,,,803.1,19.87802992,-72.86203687,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-092,2,Arrondissement,Saint-Louis du Nord,Sen Lwi dinò,HTD-09,,HT092,Saint-Louis du Nord,Sen Lwi dinò,,,184.01,19.87321893,-72.67788828,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-093,2,Arrondissement,Môle Saint Nicolas,Mòl Sen Nikola,HTD-09,,HT093,Môle Saint Nicolas,Mòl Sen Nikola,,,1105.8,19.770545,-73.22378856,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-101,2,Arrondissement,Miragoâne,Miragwàn,HTD-10,,HT101,Miragoâne,Miragwàn,,,411.23,18.39419451,-73.14894446,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-102,2,Arrondissement,Anse-à-Veau,Ansavo,HTD-10,,HT102,Anse-à-Veau,Ansavo,,,583.65,18.4348218,-73.44716472,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTA-103,2,Arrondissement,Baradères,Baradè,HTD-10,,HT103,Baradères,Baradè,,,231.06,18.49330392,-73.68160013,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti (structure du p-code),2026-01-26,2026-07-31,A,"Niveau dérivé de la structure du p-code OCHA (HT+département+arrondissement+commune) ; nom repris du chef-lieu d'arrondissement, soit la commune en «…1». 42 arrondissements obtenus, conforme au découpage officiel. À valider contre un référentiel IHSI. Centre calculé comme centroïde pondéré par l'aire de l'union de ses communes (formule du lacet sur les polygones CNIGS).",B,v1.2026.07
HTC-0111,3,Commune,Port-au-Prince,Pòtoprens,HTA-011,HT0111,HT0111,Port-au-Prince,Pòtoprens,18.547327,-72.339593,34.22,18.53111373,-72.33330629,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0112,3,Commune,Delmas,Dèlma,HTA-011,HT0112,HT0112,Delmas,Dèlma,18.551846,-72.292007,26.04,18.55139617,-72.2871848,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0113,3,Commune,Carrefour,Kafou,HTA-011,HT0113,HT0113,Carrefour,Kafou,18.534537,-72.409249,164.42,18.46527907,-72.42037656,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0114,3,Commune,Pétion-Ville,Petyonvil,HTA-011,HT0114,HT0114,Pétion-Ville,Petyonvil,18.513218,-72.286021,157.15,18.48369816,-72.23955914,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0115,3,Commune,Kenscoff,Kenskòf,HTA-011,HT0115,HT0115,Kenscoff,Kenskòf,18.449484,-72.286644,203.87,18.41249642,-72.29321187,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0116,3,Commune,Gressier,Gresye,HTA-011,HT0116,HT0116,Gressier,Gresye,18.542696,-72.52304,89.54,18.5110923,-72.51510079,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0117,3,Commune,Cité Soleil,Site Solèy,HTA-011,HT0117,HT0117,Cité Soleil,Site Solèy,18.578277,-72.335601,21.37,18.59533529,-72.31643067,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0118,3,Commune,Tabarre,Taba,HTA-011,HT0118,HT0118,Tabarre,Taba,18.561999,-72.250718,28.43,18.57298302,-72.26937445,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0121,3,Commune,Léogâne,Leyogàn,HTA-012,HT0121,HT0121,Léogâne,Leyogàn,18.511113,-72.633425,380.69,18.44366409,-72.57370423,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0122,3,Commune,Petit-Goâve,Tigwav,HTA-012,HT0122,HT0122,Petit-Goâve,Tigwav,18.432694,-72.865384,379.02,18.36346656,-72.92182904,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0123,3,Commune,Grand-Goâve,Gran Gwav,HTA-012,HT0123,HT0123,Grand-Goâve,Gran Gwav,18.428251,-72.768196,245.89,18.35511027,-72.75043516,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0131,3,Commune,Croix-Des-Bouquets,Kwadèboukè,HTA-013,HT0131,HT0131,Croix-Des-Bouquets,Kwadèboukè,18.577544,-72.229622,643.51,18.56587023,-72.19384245,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0132,3,Commune,Thomazeau,Tomazo,HTA-013,HT0132,HT0132,Thomazeau,Tomazo,18.652118,-72.093801,292.11,18.66801145,-72.14727718,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0133,3,Commune,Ganthier,Gantye,HTA-013,HT0133,HT0133,Ganthier,Gantye,18.531973,-72.067881,492.11,18.48435146,-72.01690164,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0134,3,Commune,Cornillon / Grand Bois,Kòniyon / Gran Bwa,HTA-013,HT0134,HT0134,Cornillon / Grand Bois,Kòniyon / Gran Bwa,18.675231,-71.952105,224.32,18.68743981,-71.93070113,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0135,3,Commune,Fonds-Verrettes,Fonvèrèt,HTA-013,HT0135,HT0135,Fonds-Verrettes,Fonvèrèt,18.393888,-71.855778,287.26,18.36121088,-71.83852298,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0141,3,Commune,Arcahaie,Akayè,HTA-014,HT0141,HT0141,Arcahaie,Akayè,18.77019,-72.511837,410.05,18.87137091,-72.4940084,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0142,3,Commune,Cabaret,Kabarè,HTA-014,HT0142,HT0142,Cabaret,Kabarè,18.734326,-72.418193,204.26,18.76932489,-72.41845404,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0151,3,Commune,Anse à Galets,Ansa galè ,HTA-015,HT0151,HT0151,Anse à Galets,Ansa galè ,18.834515,-72.864686,375.82,18.81192337,-72.9171167,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0152,3,Commune,Pointe à Raquette,Pwent a Rakèt,HTA-015,HT0152,HT0152,Pointe à Raquettes,Pwent a Rakèt,18.784963,-73.060524,315.04,18.85687767,-73.1814424,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
HTC-0211,3,Commune,Jacmel,Jakmèl,HTA-021,HT0211,HT0211,Jacmel,Jakmèl,18.235259,-72.537513,441.58,18.28856741,-72.55322666,,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,2026-01-26,2026-07-31,O,Nom kreyòl repris de la couche des chefs-lieux ; superficie = somme des sections communales ; coordonnées = centre officiel CNIGS de la commune (le chef-lieu a ses propres coordonnées),A,v1.2026.07
