categorie,type_organisation,acronyme,nom,secteur,departement,pcode_departement,commune,pcode_commune,methode_rattachement,source_id,source,millesime,date_extraction,statut_valeur,niveau_qualite,version
Organisations humanitaires et de développement,ONG nationale,CFRAPS,Centre de Formation et de Recherches en Appui Psychosocial,Protection de l'enfant,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CFRAPS,Centre de Formation et de Recherches en Appui Psychosocial,Protection de l'enfant,Sud,HT07,Maniche,HT0715,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CFRAPS,Centre de Formation et de Recherches en Appui Psychosocial,Protection de l'enfant,Sud,HT07,Torbeck,HT0712,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,TOYA,Fondation Toya,Protection de l'enfant,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ICDH,Initiative Citoyenne pour les Droits de l'Homme,Protection de l'enfant,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ICDH,Initiative Citoyenne pour les Droits de l'Homme,Protection de l'enfant,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Artibonite,HT05,Gonaïves,HT0511,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Artibonite,HT05,Gros Morne,HT0521,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Artibonite,HT05,Saint-Michel de l'Attalaye,HT0551,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud,HT07,Camp-Perrin,HT0714,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud,HT07,Cavaillon,HT0733,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud,HT07,Maniche,HT0715,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud-Est,HT02,Anse-à-Pître,HT0234,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud-Est,HT02,Bainet,HT0221,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection de l'enfant,Sud-Est,HT02,Jacmel,HT0211,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,KPTSL,Komite Pwoteksyon Timoun Site Letènèl,Protection de l'enfant,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,OFAVA,Oganizayon Fanm Vanyan an Aksyon,Protection de l'enfant,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,Rapha,Rapha,Protection de l'enfant,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,100% Fanm,100% Fanm,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,APADEH,Action Pastorale pour le Developpement Humain,Protection générale,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,APADEH,Action Pastorale pour le Developpement Humain,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Société civile,AFAGM,Association des Femmes en Action de Gros-Morne,Protection générale,Artibonite,HT05,Gros Morne,HT0521,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,AVSI,Association des Volontaires pour le Service International,Protection générale,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,AVSI,Association des Volontaires pour le Service International,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ARVH,Association pour la Réduction de la Vulnérabilité en Haiti,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ARVH,Association pour la Réduction de la Vulnérabilité en Haiti,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CAPAC,Centre d'Animation Paysanne et d'Action Communautaire,Protection générale,Artibonite,HT05,Gros Morne,HT0521,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Société civile,CPD,Comité Pour la Paix et le Développement,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,Concern,Concern Worldwide,Protection générale,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,Concern,Concern Worldwide,Protection générale,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,Concern,Concern Worldwide,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,DEP,Défenseurs Plus,Protection générale,Nord,HT03,Cap-Haïtien,HT0311,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,DEP,Défenseurs Plus,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,DEP,Défenseurs Plus,Protection générale,Ouest,HT01,Pétion-Ville,HT0114,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,DEP,Défenseurs Plus,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,DEP,Défenseurs Plus,Protection générale,Sud-Est,HT02,Jacmel,HT0211,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,DKH,Diakonie Katastrophenhilfe,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FADHRIS,Femmes en Association pour le Développement d'Haïti et pour le Renforcement de l'Intégration Sociale,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Nations unies,UNICEF,Fonds des Nations unies pour l'enfance,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,Goal,Goal,Protection générale,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,Goal,Goal,Protection générale,Ouest,HT01,Pétion-Ville,HT0114,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,Goal,Goal,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,GDDHDI,Groupe de Défense des Droits Humains pour le Développement Intégré,Protection générale,Centre,HT06,Lascahobas,HT0631,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,GDDHDI,Groupe de Défense des Droits Humains pour le Développement Intégré,Protection générale,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,HI,Humanité & Inclusion,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ICDH,Initiative Citoyenne pour les Droits de l'Homme,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ICDH,Initiative Citoyenne pour les Droits de l'Homme,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,IRC,International Rescue Committee,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Nations unies,OIM,Organisation Internationale pour les Migrations,Protection générale,Nord-Est,HT04,Ouanaminthe,HT0421,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Nations unies,OIM,Organisation Internationale pour les Migrations,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,TdH-IT,Terre des Hommes Italie,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,TdH-IT,Terre des Hommes Italie,Protection générale,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Nations unies,FNUAP,Fonds des Nations Unies pour la population,Protection générale,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Nations unies,FNUAP,Fonds des Nations Unies pour la population,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,PROFAMIL,Association pour la Promotion de la Famille Haitienne,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,TOYA,Fondation Toya,Protection générale,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,IBESR,Institut du Bien-Etre Social et de Recherches,Protection générale,Sud,HT07,Les Cayes,HT0711,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,KPTSL,Komite Pwoteksyon Timoun Site Letènèl,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,ONI,Office National d'identification,Protection générale,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,ONI,Office National d'identification,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,OFAVA,Oganizayon Fanm Vanyan an Aksyon,Protection générale,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,AHAAMES,"Association Haitienne d’Assistance Agricole, Medicale, Educative et Sociale",VBG,Sud,HT07,Camp-Perrin,HT0714,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,FADHRIS,Femmes en Association pour le Développement d'Haïti et pour le Renforcement de l'Intégration Sociale,VBG,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,HI,Humanité & Inclusion,VBG,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,MDM CH,Médecins du Monde Suisse,VBG,Ouest,HT01,Grand-Goâve,HT0123,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,MDM CH,Médecins du Monde Suisse,VBG,Ouest,HT01,Petit-Goâve,HT0122,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,Rapha,Rapha,VBG,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,RODEP,Réseau des Organisations pour le Développement des Palmes,VBG,Ouest,HT01,Petit-Goâve,HT0122,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Société civile,SOFA,Solidarite Fanm Ayisyèn,VBG,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,YMCA Haiti,Young Women's Christian Association Haiti,VBG,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Artibonite,HT05,Saint-Marc,HT0531,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Artibonite,HT05,Verrettes,HT0532,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Centre,HT06,Boucan Carré,HT0623,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Centre,HT06,Cerca La Source,HT0641,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ZL,Zanmi Lasante,VBG,Centre,HT06,Lascahobas,HT0631,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ACEDEVR,Association des Cadres Engagés pour le Développement Rural,Sécurité alimentaire,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,ACEDEVR,Association des Cadres Engagés pour le Développement Rural,Sécurité alimentaire,Centre,HT06,Lascahobas,HT0631,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ACF,Action Contre la Faim,Sécurité alimentaire,Artibonite,HT05,Verrettes,HT0532,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ACF,Action Contre la Faim,Sécurité alimentaire,Artibonite,HT05,Terre Neuve,HT0522,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ACF,Action Contre la Faim,Sécurité alimentaire,Artibonite,HT05,Marmelade,HT0552,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ACTIONAID,ActionAid Haiti,Sécurité alimentaire,Grande'Anse,HT08,Jérémie,HT0811,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,ACTIONAID,ActionAid Haiti,Sécurité alimentaire,Grande'Anse,HT08,Roseaux,HT0832,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
