categorie,type_organisation,acronyme,nom,secteur,departement,pcode_departement,commune,pcode_commune,methode_rattachement,source_id,source,millesime,date_extraction,statut_valeur,niveau_qualite,version
Organisations humanitaires et de développement,ONG internationale,ADRA,Agence Adventiste de Développement et de Secours,Sécurité alimentaire,Artibonite,HT05,Anse Rouge,HT0523,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,AIDES,AIDES,Sécurité alimentaire,Artibonite,HT05,Desdunes,HT0544,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,AIDES,AIDES,Sécurité alimentaire,Artibonite,HT05,Grande Saline,HT0543,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,AMURT,Ananda Marga Universal Relief Team,Sécurité alimentaire,Artibonite,HT05,Gros Morne,HT0521,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,AVSI,Association des Volontaires pour le Service International,Sécurité alimentaire,Nord-Ouest,HT09,Jean Rabel,HT0934,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,AVSI,Association des Volontaires pour le Service International,Sécurité alimentaire,Nord-Ouest,HT09,Baie de Henne,HT0932,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,AVSI,Association des Volontaires pour le Service International,Sécurité alimentaire,Nord-Ouest,HT09,Môle Saint Nicolas,HT0931,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CAPAC,Centre d'Animation Paysanne et d'Action Communautaire,Sécurité alimentaire,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CAPAC,Centre d'Animation Paysanne et d'Action Communautaire,Sécurité alimentaire,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CARITAS Haiti,Caritas Haiti,Sécurité alimentaire,Nippes,HT10,Baradères,HT1031,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CARITAS Haiti,Caritas Haiti,Sécurité alimentaire,Sud-Est,HT02,Bainet,HT0221,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CARITAS Haiti,Caritas Haiti,Sécurité alimentaire,Sud-Est,HT02,Thiotte,HT0233,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,CARITAS GONAIVES,CARITAS GONAIVES,Sécurité alimentaire,Artibonite,HT05,Anse Rouge,HT0523,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,,CARITAS GONAIVES,CARITAS GONAIVES,Sécurité alimentaire,Artibonite,HT05,Gonaïves,HT0511,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CEA,Community Engagement and Accountability,Sécurité alimentaire,Nord,HT03,Plaine du Nord,HT0322,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,CEA,Community Engagement and Accountability,Sécurité alimentaire,Nord,HT03,Dondon,HT0342,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Centre,HT06,Cerca Carvajal,HT0614,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Centre,HT06,Maïssade,HT0612,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Nord,HT03,Saint-Raphaël,HT0341,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Sud,HT07,Côteaux,HT0741,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Sud,HT07,Roche à Bâteau,HT0743,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Sud,HT07,Île à Vache,HT0716,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Grande'Anse,HT08,Jérémie,HT0811,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Grande'Anse,HT08,Dame Marie,HT0822,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Grande'Anse,HT08,Beaumont,HT0833,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Grande'Anse,HT08,Bonbon,HT0813,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CECI,Centre d'Étude et de Coopération Internationale,Sécurité alimentaire,Centre,HT06,Cerca La Source,HT0641,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG nationale,COCIDECHC,Coordination Citoyenne pour les Grands Chantiers de Developpement Communautaire,Sécurité alimentaire,Artibonite,HT05,Petite Rivière de l'Artibonite,HT0542,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,Concern,Concern Worldwide,Sécurité alimentaire,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,Concern,Concern Worldwide,Sécurité alimentaire,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CRS,Catholic Relief Services,Sécurité alimentaire,Nippes,HT10,Baradères,HT1031,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CRS,Catholic Relief Services,Sécurité alimentaire,Sud-Est,HT02,Bainet,HT0221,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,ONG internationale,CRS,Catholic Relief Services,Sécurité alimentaire,Sud-Est,HT02,Thiotte,HT0233,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Delmas,HT0112,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Port-au-Prince,HT0111,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Tabarre,HT0118,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Pétion-Ville,HT0114,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Hinche,HT0611,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Mirebalais,HT0621,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Gonaïves,HT0511,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Ennery,HT0512,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Saint-Marc,HT0531,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Saint-Michel de l'Attalaye,HT0551,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Terre Neuve,HT0522,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Carrefour,HT0113,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Croix-Des-Bouquets,HT0131,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Kenscoff,HT0115,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Ouest,HT01,Cité Soleil,HT0117,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Belladère,HT0632,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Boucan Carré,HT0623,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Lascahobas,HT0631,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Centre,HT06,Thomonde,HT0613,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
Organisations humanitaires et de développement,Gouvernement,FAES,Fonds d'assistance économique et sociale,Sécurité alimentaire,Artibonite,HT05,Desdunes,HT0544,p-code officiel de la table Admin du fichier OCHA,SRC-026,"OCHA Haïti — 3W présence opérationnelle, juin 2026 (CC BY)",juin 2026,2026-08-14,O,B,v1.2026.08
