pays,code_pays,vague,mode_de_collecte,variable,theme,indicateur,unite,estimation,ic95_bas,ic95_haut,erreur_type,n_repondants,n_grappes,effet_de_plan,pose_verifie_sur_le_questionnaire,passeport,source_id,source,licence,date_extraction
Haïti,HTI,2006,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,49.2583,46.3019,52.2148,1.5084,1573,74,4.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,55.4353,52.8575,58.0131,1.3152,1524,70,2.91,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,53.6621,51.9434,55.3809,0.8769,1747,165,1.75,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,61.8298,59.9757,63.6839,0.946,1822,114,2.39,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,57.946,55.2621,60.6299,1.3693,1506,62,3.55,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,49.6281,48.2304,51.0259,0.7131,2110,88,0.95,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,58.5909,54.6618,62.5201,2.0046,778,778,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,34.9419,33.2092,36.6746,0.884,1492,55,1.12,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,35.5526,33.5668,37.5385,1.0132,1517,63,1.47,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,39.1766,37.4214,40.9318,0.8955,1506,63,1.05,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b18,confiance,Confiance dans la Police nationale (PNH),0-100,33.9985,30.7945,37.2025,1.6347,713,713,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b18,confiance,Confiance dans la Police nationale (PNH),0-100,32.7543,30.7191,34.7894,1.0384,1583,63,1.43,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,29.5929,26.912,32.2739,1.3678,1564,74,4.42,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,38.2901,35.4518,41.1284,1.4481,1503,70,3.56,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,33.5602,31.7573,35.3631,0.9199,1747,165,2.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,35.2809,32.7858,37.776,1.273,1815,114,3.93,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,38.7372,36.2999,41.1745,1.2435,1502,62,3.11,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,33.0159,30.9604,35.0713,1.0487,2055,88,2.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,26.7994,23.7917,29.8072,1.5346,1141,1141,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,45.5094,42.8576,48.1612,1.353,1492,55,2.41,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,42.0954,39.4297,44.7611,1.3601,1516,63,2.44,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,44.201,41.5561,46.8458,1.3494,1506,63,2.35,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,50.3414,47.9654,52.7174,1.2123,1449,1449,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b32,confiance,Confiance dans la mairie / le gouvernement local,0-100,45.7568,43.3803,48.1333,1.2125,1579,63,1.71,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,47.2382,43.7819,50.6945,1.7634,1563,74,5.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,35.557,33.5482,37.5659,1.0249,1499,70,2.07,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,31.2375,29.5859,32.8892,0.8427,1742,165,2.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,33.5584,31.2395,35.8773,1.1831,1801,114,2.87,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,42.5579,40.4367,44.6792,1.0823,1496,62,2.25,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,27.1409,25.206,29.0759,0.9872,1997,88,1.88,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,44.6424,42.9731,46.3118,0.8517,1459,55,0.98,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,42.774,40.934,44.6141,0.9388,1490,63,1.27,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,40.956,39.2074,42.7046,0.8922,1454,63,1.1,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b13,confiance,Confiance dans le Parlement,0-100,45.5248,43.511,47.5386,1.0275,1553,63,1.43,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,41.8877,39.2149,44.5605,1.3637,1508,70,3.01,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,30.3586,28.586,32.1312,0.9044,1746,165,2.3,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,70.6695,69.2604,72.0785,0.7189,1813,114,1.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,65.4382,63.3823,67.4942,1.049,1506,62,1.93,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,56.5918,54.8108,58.3728,0.9087,2072,88,1.26,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,13.0361,10.0295,16.0427,1.534,707,707,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,47.7161,45.4039,50.0283,1.1797,1496,55,1.38,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,71.1412,69.2485,73.0338,0.9656,1516,63,1.44,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,46.5245,44.1904,48.8587,1.1909,1501,63,1.49,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b21a,confiance,"Confiance dans le chef de l'exécutif (Président en 2016/17, Premier ministre en 2023 — référent différent, ne pas comparer les deux vagues)",0-100,51.7616,49.682,53.8412,1.061,1580,63,1.18,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b37,confiance,Confiance dans les médias,0-100,47.7587,45.4713,50.046,1.167,1569,74,2.7,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b37,confiance,Confiance dans les médias,0-100,46.9556,44.9149,48.9962,1.0412,1500,70,1.81,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b37,confiance,Confiance dans les médias,0-100,43.5304,41.7926,45.2682,0.8866,1742,165,1.8,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b37,confiance,Confiance dans les médias,0-100,53.5586,51.8594,55.2578,0.8669,1807,114,1.97,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b37,confiance,Confiance dans les médias,0-100,46.5669,44.9017,48.232,0.8496,2032,88,1.19,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b37,confiance,Confiance dans les médias,0-100,47.2198,43.2457,51.1939,2.0276,775,775,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b37,confiance,Confiance dans les médias,0-100,72.0218,70.4437,73.5999,0.8051,1497,55,1.35,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b37,confiance,Confiance dans les médias,0-100,64.9655,63.2636,66.6674,0.8683,1499,63,1.2,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b37,confiance,Confiance dans les médias,0-100,54.5139,51.4996,57.5283,1.5379,725,725,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b37,confiance,Confiance dans les médias,0-100,61.4008,59.4985,63.303,0.9705,1592,63,1.37,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,30.0021,26.9836,33.0206,1.54,1576,74,4.83,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,33.9325,31.7618,36.1033,1.1075,1502,70,2.19,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,30.0166,28.6138,31.4195,0.7157,1746,165,1.61,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,37.4667,35.5957,39.3378,0.9546,1820,114,2.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,36.8485,34.6385,39.0586,1.1276,1503,62,2.7,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,24.4846,22.5533,26.4158,0.9853,1994,88,2.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,32.3036,30.7085,33.8987,0.8138,1489,55,0.97,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,29.4228,27.6192,31.2264,0.9202,1513,63,1.42,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,28.3693,26.7195,30.019,0.8417,1484,63,1.06,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b21,confiance,Confiance dans les partis politiques,0-100,33.0999,30.9865,35.2134,1.0783,1571,63,1.63,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b47a,confiance,Confiance dans les élections,0-100,33.5232,31.2469,35.7995,1.1614,1805,114,3.26,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,b47a,confiance,Confiance dans les élections,0-100,29.8041,27.3864,32.2217,1.2335,1497,62,3.19,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,b47a,confiance,Confiance dans les élections,0-100,27.5705,25.6539,29.487,0.9778,2056,88,1.69,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,b47a,confiance,Confiance dans les élections,0-100,28.5071,25.2932,31.721,1.6398,1144,1144,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,b47a,confiance,Confiance dans les élections,0-100,27.9129,23.7933,32.0325,2.1018,712,712,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,b47a,confiance,Confiance dans les élections,0-100,50.9103,49.1472,52.6735,0.8996,1483,55,1.02,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,b47a,confiance,Confiance dans les élections,0-100,42.5409,40.4785,44.6034,1.0523,1506,63,1.56,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,b47a,confiance,Confiance dans les élections,0-100,37.2132,35.5144,38.9121,0.8668,1482,63,0.97,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,b47a,confiance,Confiance dans les élections,0-100,44.9228,42.6098,47.2358,1.1801,1453,1453,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,b47a,confiance,Confiance dans les élections,0-100,45.6907,43.8394,47.5421,0.9446,1578,63,1.19,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,39.2531,35.9226,42.5837,1.6993,1571,74,4.94,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,36.7624,34.8831,38.6417,0.9588,1497,70,1.59,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,27.3056,26.0985,28.5126,0.6158,1746,165,1.33,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,b4,confiance,Fierté de vivre sous le système politique haïtien,0-100,43.1372,41.0256,45.2487,1.0773,1812,114,2.33,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
