pays,code_pays,vague,mode_de_collecte,variable,theme,indicateur,unite,estimation,ic95_bas,ic95_haut,erreur_type,n_repondants,n_grappes,effet_de_plan,pose_verifie_sur_le_questionnaire,passeport,source_id,source,licence,date_extraction
Haïti,HTI,2006,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,64.9399,60.8377,69.0422,2.093,1332,73,2.56,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,61.5328,55.7164,67.3493,2.9676,1370,70,5.09,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,59.9116,57.2292,62.594,1.3685,1596,165,1.18,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,58.1093,54.788,61.4306,1.6945,1749,114,1.69,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,61.0853,56.9922,65.1784,2.0883,1290,62,2.36,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,66.1011,64.069,68.1332,1.0368,2105,88,0.92,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,74.151,70.6814,77.6206,1.7702,1167,1167,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,78.5491,75.6252,81.4731,1.4918,1509,1509,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,31.8733,29.5372,34.2094,1.1919,1484,55,0.97,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,28.9701,26.5286,31.4116,1.2457,1505,63,1.13,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,40.7851,38.0496,43.5206,1.3957,1503,63,1.21,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,43.5045,40.3935,46.6155,1.5872,1441,1441,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,q14,migration,Intention de partir vivre ou travailler à l'étranger dans les trois ans,0-100,39.7226,37.276,42.1692,1.2483,1586,63,1.03,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,19.9705,17.6399,22.3011,1.1891,1822,114,1.26,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,15.7124,13.6373,17.7875,1.0587,1502,62,1.27,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,22.0106,20.5409,23.4802,0.7498,2205,88,0.66,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,21.6576,18.8732,24.4421,1.4206,1495,1495,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,25.4362,22.4804,28.392,1.5081,1591,1591,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,19.0602,16.6109,21.5096,1.2497,1511,55,1.53,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,23.4365,20.7262,26.1467,1.3828,1519,63,1.62,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,25.5277,22.886,28.1694,1.3478,1516,63,1.45,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,18.8929,16.6004,21.1855,1.1697,1529,1529,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,vic1ext,securite,A été victime d'un délit (12 derniers mois),0-100,24.1855,22.0203,26.3506,1.1047,1596,63,1.06,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,48.7094,44.4037,53.0151,2.1968,1498,74,5.53,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,51.7845,49.3977,54.1712,1.2177,1429,70,2.23,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,59.7651,58.3946,61.1356,0.6992,1640,165,1.12,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,62.4658,59.6565,65.275,1.4333,1801,114,3.78,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,47.3722,44.2885,50.4558,1.5733,1408,62,3.53,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,58.2226,56.6014,59.8439,0.8272,1895,88,0.98,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,60.8096,56.8386,64.7806,2.026,673,673,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,51.6993,49.4803,53.9184,1.1322,1481,55,1.26,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,56.1392,54.033,58.2454,1.0746,1504,63,1.2,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,aoj12,securite,Confiance que la justice punirait le coupable (1 beaucoup → 4 aucune),0-100,55.1507,53.2313,57.0701,0.9793,1482,63,0.89,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2006,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,51.6435,48.3639,54.9231,1.6733,1582,74,4.4,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2008,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,45.5585,42.7485,48.3684,1.4336,1516,70,3.55,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2010,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,38.0686,36.3999,39.7373,0.8514,1716,165,2.1,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,44.5386,41.9724,47.1048,1.3093,1800,114,3.9,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,42.6639,38.899,46.4289,1.9209,1454,62,6.51,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,50.4784,48.0052,52.9517,1.2619,2130,88,2.23,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2021,téléphone,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,62.434,59.0735,65.7945,1.7145,1081,1081,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2023,téléphone,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,53.9944,51.0572,56.9316,1.4986,1461,1461,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,43.8399,41.5371,46.1426,1.1749,1507,55,1.96,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,56.2582,54.6292,57.8873,0.8311,1518,63,1.18,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,60.4391,58.3031,62.575,1.0898,1488,63,1.47,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2021,téléphone,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,47.8715,45.7,50.043,1.1079,1482,1482,1.0,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2023,face-à-face,aoj11,securite,Sentiment d'insécurité dans le quartier (1 très sûr → 4 très peu sûr),0-100,49.1005,47.113,51.0881,1.0141,1575,63,1.25,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,57.1233,53.7453,60.5014,1.7235,1815,114,6.16,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,65.6673,61.6188,69.7159,2.0656,1501,62,6.83,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,64.3998,61.8385,66.9611,1.3068,2184,88,4.38,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,48.6636,46.0832,51.2439,1.3165,1509,55,3.64,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,48.3311,45.4612,51.2011,1.4643,1518,63,4.7,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,sd2new2,services,Satisfaction — routes et voirie (1 très satisfait → 4 très insatisfait),0-100,44.9343,42.4963,47.3723,1.2439,1497,63,3.47,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,64.5774,62.0619,67.0929,1.2834,1819,114,4.17,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,63.2886,60.5923,65.9849,1.3757,1490,62,3.76,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,73.863,72.6189,75.1071,0.6347,2116,88,1.18,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,51.3072,49.5013,53.1131,0.9214,1428,55,1.67,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,51.1218,49.1845,53.0591,0.9884,1456,63,2.18,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,sd6new2,services,Satisfaction — services de santé publics,0-100,45.5608,43.9211,47.2005,0.8366,1483,63,1.43,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2012,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,55.2844,52.7567,57.8122,1.2897,1822,114,4.43,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2014,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,54.4633,51.9507,56.9759,1.2819,1475,62,3.38,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
Haïti,HTI,2017,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,67.5489,66.1329,68.965,0.7225,2091,88,1.45,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2012,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,46.3613,44.9055,47.817,0.7427,1397,55,1.21,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2014,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,37.2238,35.8986,38.5489,0.6761,1448,63,1.48,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
République dominicaine,DOM,2019,face-à-face,sd3new2,services,Satisfaction — écoles publiques,0-100,38.2086,36.7466,39.6706,0.7459,1470,63,1.41,oui,PSP-033,SRC-014,LAPOP Lab — AmericasBarometer,"Licence par clic LAPOP — agrégats autorisés, partage des fichiers interdit, USAGE COMMERCIAL INTERDIT (clause 1)",2026-08-26
