date,gourdes_pour_1_dollar,exercice_fichier,source_id,attribution
1994-07-18,15.2163,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-19,15.501,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-20,15.5056,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-21,15.9306,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-22,16.0468,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-25,16.3024,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-26,16.5992,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-27,16.8018,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-28,17.1648,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-07-29,17.1647,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-01,17.2321,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-02,16.9537,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-03,17.1307,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-04,17.1479,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-05,17.2338,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-08,17.368,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-09,17.5806,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-10,17.8019,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-11,18.5293,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-16,18.3982,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-17,18.8061,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-18,19.0841,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
1994-08-19,19.4527,9394.pdf,SRC-007,"BRH — Banque de la République d'Haïti, taux de référence calculé à l'achat"
